cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz Cycles/Tuple, Instructions/Tuple
246745701.28, 1075351.45,    0.00, 669258425.97,  17058.51,      42.09,       2184.13, 64398102.00,     1, 2.71, 1.00, 3.83 , 0.2298, 0.623295
243765250.59, 1119534.24,    0.00, 670944705.00,  18179.16,      19.73,       2301.09, 65381419.00,     1, 2.75, 1.00, 3.73 , 0.227024, 0.624866
265189011.27, 1145964.70,    0.00, 696643628.89,  19864.78,      20.99,       2347.99, 69950979.00,     1, 2.63, 1.00, 3.79 , 0.246977, 0.6488
250152033.16, 986089.81,    0.00, 658695499.06,  17074.23,       5.58,       1922.26, 65006247.00,     1, 2.63, 1.00, 3.85 , 0.232972, 0.613458
268929647.37, 1085353.32,    0.00, 725933263.52,  19681.01,       7.02,       2067.64, 70709008.00,     1, 2.70, 1.00, 3.80 , 0.25046, 0.676078
267126507.85, 1148638.76,    0.00, 717127682.45,  20134.41,       4.23,       2007.81, 70702629.00,     1, 2.68, 1.00, 3.78 , 0.248781, 0.667877
276147834.80, 1073775.66,    0.00, 746630796.97,  19647.94,      35.12,       2069.86, 71968801.00,     1, 2.70, 1.00, 3.84 , 0.257183, 0.695354
245090382.93, 1046789.08,    0.00, 644519690.47,  18622.05,      16.89,       1947.03, 64462655.00,     1, 2.63, 1.00, 3.80 , 0.228258, 0.600256
279714820.43, 1110185.47,    0.00, 772849955.59,  20837.94,       6.90,       2186.90, 73148930.00,     1, 2.76, 1.00, 3.82 , 0.260505, 0.719773
277140965.15, 1101812.74,    0.00, 767616838.44,  21760.94,      18.25,      13732.76, 72449389.00,     1, 2.77, 1.00, 3.83 , 0.258108, 0.714899
292624659.13, 1213990.04,    0.00, 799424979.36,  22487.50,       5.57,       2024.42, 76577255.00,     1, 2.73, 1.00, 3.82 , 0.272528, 0.744523
275473029.62, 1128091.11,    0.00, 760638024.72,  20952.55,       5.60,       2036.93, 72376935.00,     1, 2.76, 1.00, 3.81 , 0.256554, 0.708399
295586570.69, 1193232.04,    0.00, 824216180.84,  22488.44,       2.80,       2014.79, 77435194.00,     1, 2.79, 1.00, 3.82 , 0.275286, 0.767611
291752755.92, 1156974.90,    0.00, 821917520.13,  23248.73,       1.39,       2139.97, 76468980.00,     1, 2.82, 1.00, 3.82 , 0.271716, 0.76547
306785075.33, 1218327.36,    0.00, 849917544.57,  24132.63,      27.60,       2252.78, 80157925.00,     1, 2.77, 1.00, 3.83 , 0.285716, 0.791547
245457535.82, 1007516.66,    0.00, 612027926.50,  18802.56,       2.82,       1730.52, 64572071.00,     1, 2.49, 1.00, 3.80 , 0.2286, 0.569995
314481051.54, 1247425.25,    0.00, 868751367.75,  24580.34,       6.85,       2303.37, 82026262.00,     1, 2.76, 1.00, 3.83 , 0.292883, 0.809088
321743521.53, 1253444.09,    0.00, 863759276.57,  25830.48,       8.38,       2166.48, 83804569.00,     1, 2.68, 1.00, 3.84 , 0.299647, 0.804439
325395949.29, 1313037.30,    0.00, 891910101.21,  25805.43,       9.79,       2251.25, 84843949.00,     1, 2.74, 1.00, 3.84 , 0.303049, 0.830656
314365148.88, 1257935.16,    0.00, 856021297.38,  23768.67,       4.12,       2188.32, 81895468.00,     1, 2.72, 1.00, 3.84 , 0.292775, 0.797232
336629473.42, 1311979.43,    0.00, 921102019.68,  26031.49,      40.04,       2354.80, 87914068.00,     1, 2.74, 1.00, 3.83 , 0.313511, 0.857843
339482732.30, 1457700.71,    0.00, 916322389.54,  27377.21,      58.87,       2904.46, 91110420.00,     1, 2.70, 1.00, 3.73 , 0.316168, 0.853392
349828571.99, 1606791.10,    0.00, 946301105.19,  27299.68,     260.63,       3308.31, 95958292.00,     1, 2.71, 1.00, 3.65 , 0.325803, 0.881312
330772957.26, 1357195.10,    0.00, 842383210.30,  25572.05,      73.87,       2750.08, 88228061.00,     1, 2.55, 1.00, 3.75 , 0.308056, 0.784531
363513196.96, 1448140.04,    0.00, 972169972.81,  29499.34,     124.85,       2698.21, 95290527.00,     1, 2.67, 1.00, 3.81 , 0.338548, 0.905404
379022570.06, 1720482.97,    0.00, 965975932.49,  29026.01,     121.81,       4380.57, 104995188.00,     1, 2.55, 1.00, 3.61 , 0.352992, 0.899635
395629226.88, 1597587.82,    0.00, 999095912.26,  31960.04,      56.83,       3708.29, 103814784.00,     1, 2.53, 1.00, 3.81 , 0.368458, 0.930481
405685418.08, 1603226.43,    0.00, 957057869.33,  33096.15,      99.25,       2686.03, 105409514.00,     1, 2.36, 1.00, 3.85 , 0.377824, 0.89133
416208841.89, 1603279.37,    0.00, 1021908324.46,  33289.17,      34.74,       3038.81, 108697394.00,     1, 2.46, 1.00, 3.83 , 0.387625, 0.951726
422780917.94, 1676965.84,    0.00, 1019504941.71,  35122.60,      13.84,       2907.70, 110719408.00,     1, 2.41, 1.00, 3.82 , 0.393745, 0.949488
366925485.35, 1379239.19,    0.00, 1045193820.96,  30271.44,      15.29,       2822.83, 95715503.00,     1, 2.85, 1.00, 3.83 , 0.341726, 0.973413
242955674.46, 1018597.88,    0.00, 531722460.07,  21543.60,     111.83,       1714.32, 63383896.00,     1, 2.19, 1.00, 3.83 , 0.22627, 0.495205
