cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz Cycles/Tuple, Instructions/Tuple
3691144986.13, 12660291.29,    0.00, 9607975390.27, 375028.82,     109.03,    1073444.33, 956941384.00,     1, 2.60, 1.00, 3.86 , 3.43765, 8.94812
3718777503.44, 12454849.75,    0.00, 9652384097.06, 372242.76,      97.91,    1073309.06, 962318114.00,     1, 2.60, 1.00, 3.86 , 3.46338, 8.98948
3713290937.35, 13220497.02,    0.00, 9737728570.78, 386924.68,     875.33,    1075466.92, 974998122.00,     1, 2.62, 1.00, 3.81 , 3.45827, 9.06897
3746754591.10, 12706918.43,    0.00, 9759308532.30, 384304.66,     438.30,    1073873.52, 974933255.00,     1, 2.60, 1.00, 3.84 , 3.48944, 9.08906
3778901985.77, 12652521.96,    0.00, 9841799703.37, 394925.63,     237.90,    1072450.33, 979555249.00,     1, 2.60, 1.00, 3.86 , 3.51938, 9.16589
4129363575.64, 13803762.38,    0.00, 9884987084.34, 421374.94,     188.90,   15749434.13, 1068646937.00,     1, 2.39, 1.00, 3.86 , 3.84577, 9.20611
3794574820.54, 12693462.27,    0.00, 9956736124.88, 404290.59,     211.26,    1074069.66, 982029669.00,     1, 2.62, 1.00, 3.86 , 3.53397, 9.27293
3772244323.85, 12908598.77,    0.00, 9997239638.72, 393216.14,     307.63,    1077075.49, 982968851.00,     1, 2.65, 1.00, 3.84 , 3.51318, 9.31065
3775016380.49, 12565402.46,    0.00, 10086199619.14, 404284.28,      68.66,    1072789.58, 980999151.00,     1, 2.67, 1.00, 3.85 , 3.51576, 9.39351
4189010556.86, 13948950.37,    0.00, 10116539679.88, 440224.25,      67.17,   16806580.28, 1084494262.00,     1, 2.42, 1.00, 3.86 , 3.90132, 9.42176
4116662979.90, 13575259.94,    0.00, 10202113553.59, 453628.15,     170.67,   15757526.10, 1066694833.00,     1, 2.48, 1.00, 3.86 , 3.83394, 9.50146
3815488151.11, 12784438.10,    0.00, 10226623788.95, 409465.24,     266.03,    1074649.98, 988072478.00,     1, 2.68, 1.00, 3.86 , 3.55345, 9.52429
3820779192.34, 13091565.16,    0.00, 10313411909.76, 425486.32,     162.40,    1074777.84, 994651053.00,     1, 2.70, 1.00, 3.84 , 3.55838, 9.60511
3836895511.57, 13000472.18,    0.00, 10351141449.65, 418921.44,     172.07,    1074920.52, 997401564.00,     1, 2.70, 1.00, 3.85 , 3.57339, 9.64025
3871891974.06, 12861118.80,    0.00, 10436727060.06, 436975.20,     131.66,    1073362.36, 1003046401.00,     1, 2.70, 1.00, 3.86 , 3.60598, 9.71996
3854132587.06, 12758095.16,    0.00, 10469227816.57, 424933.10,      93.77,    1074359.05, 997506492.00,     1, 2.72, 1.00, 3.86 , 3.58944, 9.75023
3854865855.15, 12772503.85,    0.00, 10556972461.81, 442646.48,     138.39,    1072711.39, 998273968.00,     1, 2.74, 1.00, 3.86 , 3.59012, 9.83195
3874615311.71, 13254838.01,    0.00, 10588652573.08, 436442.32,     261.85,    1075442.68, 1010189321.00,     1, 2.73, 1.00, 3.84 , 3.60852, 9.86145
3879490186.25, 13136980.33,    0.00, 10667528242.81, 450840.39,     111.96,    1075223.98, 1010408536.00,     1, 2.75, 1.00, 3.84 , 3.61306, 9.93491
3891380604.97, 12951370.38,    0.00, 10703142372.87, 441376.41,      42.00,    1074540.42, 1007967919.00,     1, 2.75, 1.00, 3.86 , 3.62413, 9.96808
3894869427.46, 12990215.05,    0.00, 10780723316.22, 458585.17,     264.69,    1074013.60, 1008315099.00,     1, 2.77, 1.00, 3.86 , 3.62738, 10.0403
3913539067.81, 13079461.69,    0.00, 10816909276.96, 449493.51,      67.18,    1074297.92, 1014652622.00,     1, 2.76, 1.00, 3.86 , 3.64477, 10.074
3941331003.71, 13559404.17,    0.00, 10908818995.98, 469768.47,     304.88,    1074646.94, 1027137783.00,     1, 2.77, 1.00, 3.84 , 3.67065, 10.1596
3933435997.73, 13183544.90,    0.00, 10933051889.17, 463960.05,      99.29,    1075100.36, 1019224183.00,     1, 2.78, 1.00, 3.86 , 3.6633, 10.1822
3933008233.75, 13018747.78,    0.00, 11019381063.41, 479773.50,      54.55,    1073733.59, 1017518646.00,     1, 2.80, 1.00, 3.87 , 3.6629, 10.2626
3950664836.15, 13379855.12,    0.00, 11051042667.34, 470479.32,     278.61,    1075966.21, 1023416820.00,     1, 2.80, 1.00, 3.86 , 3.67934, 10.2921
3946837089.95, 13254978.08,    0.00, 11142808220.76, 480522.29,      99.41,    1074709.01, 1022069152.00,     1, 2.82, 1.00, 3.86 , 3.67578, 10.3775
3965415002.89, 13702481.63,    0.00, 11172109474.24, 480273.82,     183.33,    1075548.63, 1032339263.00,     1, 2.82, 1.00, 3.84 , 3.69308, 10.4048
3970516210.78, 13289810.27,    0.00, 11256736904.35, 499141.93,     235.04,    1074568.58, 1031491711.00,     1, 2.84, 1.00, 3.85 , 3.69783, 10.4837
3989030822.26, 13283978.46,    0.00, 11295379182.48, 491763.91,     323.24,    1074879.36, 1032446652.00,     1, 2.83, 1.00, 3.86 , 3.71507, 10.5196
4016283093.20, 13342814.33,    0.00, 11367565038.44, 501430.93,     109.21,    1074300.71, 1039183396.00,     1, 2.83, 1.00, 3.86 , 3.74046, 10.5869
1336677522.33, 4580700.92,    0.00, 849541802.59, 168695.08,      22.37,       8688.36, 346614551.00,     1, 0.64, 1.00, 3.86 , 1.24488, 0.791197
