dataset|column|type|uncompressed_size|scheme|block_size|morsel|p2schema|p2header|p2payload|compressed_size|compressed_header|compressed_payload|compression_rate|decompression_time|decompression_bandwidth(compressed)|decompression_bandwidth(uncompressed)
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|64|false|snappy|true|true|2003743|0|2003743|1.8234|7806|0.256688|0.468046
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|64|false|snappy|true|false|2127729|74609|2053120|1.71715|5982|0.355642|0.61069
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|64|false|snappy|false|true|2058637|128448|1930189|1.77478|7428|0.277124|0.491835
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|64|false|snappy|false|false|2003743|0|2003743|1.8234|8318|0.240875|0.439212
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|true||||2335968|64224|2271744|1.56408|169|13.7745|21.5443
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false||||2335968|64224|2271744|1.56408|1703|1.37155|2.14521
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|lz4|true|true|2057219|0|2057219|1.77601|5749|0.357796|0.635448
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|lz4|true|false|2304974|33230|2271744|1.58511|5755|0.400453|0.634761
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|lz4|false|true|2087338|64224|2023114|1.75038|5555|0.375698|0.657615
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|lz4|false|false|2057219|0|2057219|1.77601|5741|0.358288|0.636321
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|zstd|true|true|1640991|0|1640991|2.22648|7268|0.225769|0.50267
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|zstd|true|false|2293938|22194|2271744|1.59273|5721|0.400966|0.638632
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|zstd|false|true|1682404|64224|1618180|2.17167|7090|0.237268|0.515268
