dataset|column|type|uncompressed_size|scheme|block_size|morsel|p2schema|p2header|p2payload|compressed_size|compressed_header|compressed_payload|compression_rate|decompression_time|decompression_bandwidth(compressed)|decompression_bandwidth(uncompressed)
Corporations/Corporations_1.csv|0|int|2969600|for|64|true||||2969605|5|2969600|0.999998|118|25.0994|25.0993
Corporations/Corporations_1.csv|0|int|2969600|for|64|false||||2969605|5|2969600|0.999998|1367|2.17219|2.17218
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|lz4|true|true|2969605|5|2969600|0.999998|1199|2.4751|2.4751
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|lz4|true|false|2969605|5|2969600|0.999998|1295|2.29166|2.29165
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|lz4|false|true|2969605|5|2969600|0.999998|1243|2.38844|2.38844
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|lz4|false|false|2969605|5|2969600|0.999998|1225|2.42313|2.42313
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|zstd|true|true|2261378|0|2261378|1.31318|6060|0.373151|0.490015
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|zstd|true|false|2969605|5|2969600|0.999998|1354|2.19165|2.19164
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|zstd|false|true|2261377|5|2261372|1.31318|6008|0.376347|0.494212
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|zstd|false|false|2261378|0|2261378|1.31318|6008|0.376392|0.494271
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|snappy|true|true|2968209|0|2968209|1.00047|4637|0.640051|0.640351
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|snappy|true|false|2969605|5|2969600|0.999998|1331|2.22992|2.22991
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|snappy|false|true|2968213|5|2968208|1.00047|4805|0.617644|0.617933
Corporations/Corporations_1.csv|0|int|2969600|for|64|false|snappy|false|false|2968209|0|2968209|1.00047|4474|0.663433|0.663744
Corporations/Corporations_1.csv|0|int|2969600|rle|64|false||||5933788|4|5933784|0.500456|1951|3.04117|1.52197
Corporations/Corporations_1.csv|0|int|2969600|forn|64|true||||3067984|104400|2963584|0.967932|131|23.3602|22.6111
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false||||3067984|104400|2963584|0.967932|1390|2.20586|2.13512
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|lz4|true|true|3060898|0|3060898|0.970173|3919|0.781023|0.757728
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|lz4|true|false|3067984|104400|2963584|0.967932|1345|2.28072|2.20758
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|lz4|false|true|3060201|104400|2955801|0.970394|4058|0.754078|0.731753
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|lz4|false|false|3060898|0|3060898|0.970173|3944|0.776013|0.752867
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|zstd|true|true|2242535|0|2242535|1.32422|5762|0.38918|0.515358
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|zstd|true|false|3037070|73486|2963584|0.977785|4666|0.65089|0.63643
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|zstd|false|true|2271158|104400|2166758|1.30753|5854|0.387934|0.507234
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|zstd|false|false|2242535|0|2242535|1.32422|5775|0.388309|0.514205
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|snappy|true|true|3053165|0|3053165|0.97263|4491|0.679731|0.661127
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|snappy|true|false|3052936|89352|2963584|0.972703|5046|0.604996|0.588481
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|snappy|false|true|3067708|104400|2963308|0.968019|4234|0.724533|0.701361
Corporations/Corporations_1.csv|0|int|2969600|forn|64|false|snappy|false|false|3053165|0|3053165|0.97263|4921|0.620329|0.603351
Corporations/Corporations_1.csv|0|int|2969600|forn|128|true||||3018856|52200|2966656|0.983684|124|24.2765|23.8804
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false||||3018856|52200|2966656|0.983684|1391|2.16878|2.13339
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|lz4|true|true|3018856|52200|2966656|0.983684|1127|2.6768|2.63312
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|lz4|true|false|3012729|46073|2966656|0.985684|5094|0.59132|0.582855
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|lz4|false|true|3018856|52200|2966656|0.983684|1169|2.58187|2.53974
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|lz4|false|false|3018856|52200|2966656|0.983684|1149|2.62638|2.58353
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|zstd|true|true|2227956|0|2227956|1.33288|5991|0.371838|0.495615
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|zstd|true|false|3002447|35791|2966656|0.98906|4905|0.61205|0.605354
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|zstd|false|true|2240944|52200|2188744|1.32516|5924|0.378243|0.501231
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|zstd|false|false|2227956|0|2227956|1.33288|5958|0.373938|0.498415
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|snappy|true|true|3011771|0|3011771|0.985998|4792|0.628485|0.619685
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|snappy|true|false|3012101|45445|2966656|0.98589|4961|0.607107|0.59854
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|snappy|false|true|3018856|52200|2966656|0.983684|1115|2.70511|2.66098
Corporations/Corporations_1.csv|0|int|2969600|forn|128|false|snappy|false|false|3011771|0|3011771|0.985998|4820|0.624786|0.616037
Corporations/Corporations_1.csv|0|int|2969600|forn|256|true||||2994164|26100|2968064|0.991796|123|24.2525|24.0535
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false||||2994164|26100|2968064|0.991796|1347|2.22151|2.20328
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|lz4|true|true|2994164|26100|2968064|0.991796|1242|2.40965|2.38988
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|lz4|true|false|2991373|23309|2968064|0.992721|4760|0.628364|0.62379
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|lz4|false|true|2994164|26100|2968064|0.991796|1259|2.37771|2.35821
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|lz4|false|false|2994164|26100|2968064|0.991796|1266|2.3648|2.3454
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|zstd|true|true|2224863|0|2224863|1.33473|6096|0.364917|0.487067
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|zstd|true|false|2985647|17583|2968064|0.994625|4694|0.635922|0.632504
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|zstd|false|true|2229915|26100|2203815|1.33171|5981|0.372832|0.496504
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|zstd|false|false|2224863|0|2224863|1.33473|6030|0.368948|0.492447
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|snappy|true|true|2991424|0|2991424|0.992704|4965|0.602457|0.598062
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|snappy|true|false|2991278|23214|2968064|0.992753|4791|0.624269|0.619745
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|snappy|false|true|2994164|26100|2968064|0.991796|1261|2.37308|2.35361
Corporations/Corporations_1.csv|0|int|2969600|forn|256|false|snappy|false|false|2991424|0|2991424|0.992704|4819|0.620631|0.616103
Corporations/Corporations_1.csv|0|int|2969600|forn|512|true||||2981114|13050|2968064|0.996138|126|23.6197|23.5285
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false||||2981114|13050|2968064|0.996138|1364|2.18409|2.17565
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|lz4|true|true|2981114|13050|2968064|0.996138|1311|2.27292|2.26414
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|lz4|true|false|2979771|11707|2968064|0.996587|4642|0.641904|0.639713
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|lz4|false|true|2981114|13050|2968064|0.996138|1263|2.35851|2.3494
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|lz4|false|false|2981114|13050|2968064|0.996138|1236|2.41178|2.40246
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|zstd|true|true|2228253|0|2228253|1.3327|6217|0.358403|0.477645
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|zstd|true|false|2975808|7744|2968064|0.997914|4737|0.628122|0.626812
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|zstd|false|true|2230288|13050|2217238|1.33149|6123|0.364209|0.484939
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|zstd|false|false|2228253|0|2228253|1.3327|6130|0.36348|0.484411
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|snappy|true|true|2979890|0|2979890|0.996547|4865|0.612455|0.61034
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|snappy|true|false|2979797|11733|2968064|0.996578|4703|0.633542|0.631374
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|snappy|false|true|2981114|13050|2968064|0.996138|1316|2.2647|2.25595
Corporations/Corporations_1.csv|0|int|2969600|forn|512|false|snappy|false|false|2979890|0|2979890|0.996547|4608|0.646663|0.64443
Corporations/Corporations_1.csv|0|int|2969600|lz4|64|false||||0|0|0|inf|10|0|281.879
Corporations/Corporations_1.csv|0|int|2969600|zstd|64|false||||2261493|0|2261493|1.31311|2681|0.843249|1.10728
Corporations/Corporations_1.csv|0|int|2969600|snappy|64|false||||2968208|0|2968208|1.00047|1357|2.18637|2.18739
Corporations/Corporations_1.csv|0|int|2969600|btrblocks|64|false||||1829948|0|1829948|1.62278|46891|0.0390254|0.0633297
Corporations/Corporations_1.csv|0|int|2969600|uncompressed|64|true||||2969600|0|2969600|1|130|22.6815|22.6815
Corporations/Corporations_1.csv|0|int|2969600|uncompressed|64|false||||2969600|0|2969600|1|1337|2.22046|2.22046
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|true||||104400|104400|0|28.4444|50|2.05568|58.4728
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false||||104400|104400|0|28.4444|1303|0.0800942|2.27824
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|lz4|true|true|428|0|428|6938.32|4051|0.000105652|0.733049
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|lz4|true|false|428|428|0|6938.32|4234|0.000101066|0.701229
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|lz4|false|true|104400|104400|0|28.4444|1405|0.0742934|2.11323
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|lz4|false|false|428|0|428|6938.32|4123|0.000103786|0.720097
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|zstd|true|true|29|0|29|102400|4023|7.20791e-06|0.73809
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|zstd|true|false|29|29|0|102400|3985|7.27646e-06|0.745109
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|zstd|false|true|104400|104400|0|28.4444|1263|0.0825977|2.34945
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|zstd|false|false|29|0|29|102400|4004|7.24228e-06|0.74161
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|snappy|true|true|4918|0|4918|603.823|4136|0.00118891|0.717889
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|snappy|true|false|4918|4918|0|603.823|4455|0.00110392|0.666574
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|snappy|false|true|104400|104400|0|28.4444|1290|0.0809182|2.30167
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|64|false|snappy|false|false|4918|0|4918|603.823|4064|0.00121006|0.73066
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|true||||52200|52200|0|56.8889|51|1.00683|57.2773
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false||||52200|52200|0|56.8889|1264|0.0412881|2.34884
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|lz4|true|true|223|0|223|13316.6|4037|5.52317e-05|0.735497
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|lz4|true|false|223|223|0|13316.6|4235|5.26553e-05|0.701189
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|lz4|false|true|52200|52200|0|56.8889|1281|0.040718|2.3164
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|lz4|false|false|223|0|223|13316.6|4015|5.55288e-05|0.739454
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|zstd|true|true|27|0|27|109985|4067|6.63743e-06|0.730019
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|zstd|true|false|27|27|0|109985|3967|6.80611e-06|0.748572
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|zstd|false|true|52200|52200|0|56.8889|1363|0.0382709|2.17719
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|zstd|false|false|27|0|27|109985|4017|6.71985e-06|0.739084
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|snappy|true|true|2461|0|2461|1206.66|4066|0.000605186|0.730256
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|snappy|true|false|2461|2461|0|1206.66|4034|0.000609955|0.736011
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|snappy|false|true|52200|52200|0|56.8889|1333|0.0391327|2.22622
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|128|false|snappy|false|false|2461|0|2461|1206.66|4155|0.000592261|0.71466
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|true||||26100|26100|0|113.778|47|0.548931|62.4561
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false||||26100|26100|0|113.778|1278|0.0204153|2.32281
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|lz4|true|true|121|0|121|24542.1|3958|3.0569e-05|0.750228
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|lz4|true|false|121|121|0|24542.1|4013|3.01487e-05|0.739915
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|lz4|false|true|26100|26100|0|113.778|1300|0.0200616|2.28256
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|lz4|false|false|121|0|121|24542.1|4115|2.94004e-05|0.721548
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|zstd|true|true|27|0|27|109985|3983|6.77766e-06|0.745442
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|zstd|true|false|27|27|0|109985|4043|6.67667e-06|0.734334
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|zstd|false|true|26100|26100|0|113.778|1280|0.0203796|2.31875
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|zstd|false|false|27|0|27|109985|3996|6.75567e-06|0.743023
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|snappy|true|true|1237|0|1237|2400.65|4055|0.000305052|0.732323
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|snappy|true|false|1237|1237|0|2400.65|4139|0.00029881|0.717337
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|snappy|false|true|26100|26100|0|113.778|1349|0.0193463|2.20118
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|256|false|snappy|false|false|1237|0|1237|2400.65|4162|0.000297186|0.71344
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|true||||13050|13050|0|227.556|47|0.275741|62.7464
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false||||13050|13050|0|227.556|1269|0.0102766|2.33851
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|lz4|true|true|70|0|70|42422.9|4077|1.71682e-05|0.728324
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|lz4|true|false|70|70|0|42422.9|4061|1.72353e-05|0.731171
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|lz4|false|true|13050|13050|0|227.556|1329|0.00981681|2.23387
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|lz4|false|false|70|0|70|42422.9|4226|1.65624e-05|0.702625
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|zstd|true|true|27|0|27|109985|4065|6.64088e-06|0.730398
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|zstd|true|false|27|27|0|109985|4032|6.69478e-06|0.736327
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|zstd|false|true|13050|13050|0|227.556|1270|0.0102681|2.33657
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|zstd|false|false|27|0|27|109985|4003|6.74462e-06|0.741808
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|snappy|true|true|624|0|624|4758.97|4007|0.000155699|0.740968
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|snappy|true|false|624|624|0|4758.97|4169|0.000149669|0.712269
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|snappy|false|true|13050|13050|0|227.556|1309|0.00996654|2.26794
Corporations/Corporations_1.csv|1|int|2969600|tinyblocks|512|false|snappy|false|false|624|0|624|4758.97|3964|0.000157404|0.74908
Corporations/Corporations_1.csv|1|int|2969600|bitpacking|64|true||||243600|58000|185600|12.1905|221|1.09826|13.3883
Corporations/Corporations_1.csv|1|int|2969600|bitpacking|64|false||||243600|58000|185600|12.1905|1321|0.184322|2.24698
