cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
316840456.76, 1159286.98,    0.00, 1062339678.26,  21281.70,      20.75,       2318.38, 82447818.00,     1, 3.35, 1.00, 3.84 , 0.295081, 0.989381
320084472.57, 1226543.42,    0.00, 1060245073.35,  22580.46,       9.71,       2230.12, 83204118.00,     1, 3.31, 1.00, 3.85 , 0.298102, 0.98743
316804109.11, 1217080.05,    0.00, 1067588925.26,  23382.15,       5.52,       2205.37, 82778069.00,     1, 3.37, 1.00, 3.83 , 0.295047, 0.99427
316570846.10, 1180152.77,    0.00, 1059089088.03,  22065.69,       1.37,       2095.94, 82094521.00,     1, 3.35, 1.00, 3.86 , 0.29483, 0.986354
317762530.73, 1156600.62,    0.00, 1075326242.83,  21416.44,       5.54,       2215.44, 82607576.00,     1, 3.38, 1.00, 3.85 , 0.295939, 1.00148
318975848.48, 1189150.87,    0.00, 1072251936.34,  22023.43,       6.89,       2077.53, 82682722.00,     1, 3.36, 1.00, 3.86 , 0.297069, 0.998612
316729541.56, 1193428.46,    0.00, 1081215669.80,  23378.16,      13.75,       2200.23, 82230411.00,     1, 3.41, 1.00, 3.85 , 0.294977, 1.00696
314107101.98, 1173368.89,    0.00, 1056275448.11,  22181.98,       1.37,       2016.74, 81398096.00,     1, 3.36, 1.00, 3.86 , 0.292535, 0.983733
403615393.62, 1454263.35,    0.00, 1141593816.82,  29345.08,       1.40,    2069531.79, 105245866.00,     1, 2.83, 1.00, 3.83 , 0.375896, 1.06319
413760966.29, 1464525.25,    0.00, 1309970796.21,  31185.05,       1.39,       3150.87, 107022388.00,     1, 3.17, 1.00, 3.87 , 0.385345, 1.22001
419706892.32, 1511360.59,    0.00, 1309315028.46,  32240.80,      19.36,       3133.78, 109003694.00,     1, 3.12, 1.00, 3.85 , 0.390883, 1.21939
412826524.95, 1462924.45,    0.00, 1308196290.04,  31602.16,      20.88,       3035.67, 106806572.00,     1, 3.17, 1.00, 3.87 , 0.384475, 1.21835
419886092.57, 1709134.79,    0.00, 1310110064.44,  30410.73,      41.75,       3916.33, 114275643.00,     1, 3.12, 1.00, 3.67 , 0.391049, 1.22014
412246276.24, 1517423.40,    0.00, 1311161229.14,  31524.06,      11.23,       3180.64, 107028957.00,     1, 3.18, 1.00, 3.85 , 0.383934, 1.22111
419585697.34, 1571586.66,    0.00, 1308976622.42,  32940.56,      12.51,       3267.53, 109106027.00,     1, 3.12, 1.00, 3.85 , 0.39077, 1.21908
412051043.09, 1506577.60,    0.00, 1309370624.63,  31026.33,       0.00,       2996.60, 106739420.00,     1, 3.18, 1.00, 3.86 , 0.383752, 1.21945
420602569.41, 1528574.18,    0.00, 1309369385.59,  30803.54,      13.90,       2940.50, 109092090.00,     1, 3.11, 1.00, 3.86 , 0.391717, 1.21945
411427170.31, 1466679.67,    0.00, 1310237241.12,  30567.02,       0.00,       2934.24, 106516607.00,     1, 3.18, 1.00, 3.86 , 0.383171, 1.22025
420351280.84, 1522197.59,    0.00, 1309223806.27,  31392.40,       6.98,       3027.75, 108844388.00,     1, 3.11, 1.00, 3.86 , 0.391483, 1.21931
410736408.25, 1529013.09,    0.00, 1312911099.00,  30665.23,      35.03,       3026.65, 107817430.00,     1, 3.20, 1.00, 3.81 , 0.382528, 1.22274
420972182.81, 1485354.38,    0.00, 1311925185.06,  30066.83,       5.58,       2931.21, 109092103.00,     1, 3.12, 1.00, 3.86 , 0.392061, 1.22183
410882930.42, 1542384.15,    0.00, 1309297906.44,  31117.27,      19.57,       3238.95, 108068279.00,     1, 3.19, 1.00, 3.80 , 0.382665, 1.21938
420670384.76, 1535561.45,    0.00, 1309361018.44,  30623.13,       1.39,       2967.27, 109853964.00,     1, 3.11, 1.00, 3.83 , 0.39178, 1.21944
411668678.32, 1486593.52,    0.00, 1311001841.42,  30743.98,       1.40,       2963.50, 107004527.00,     1, 3.18, 1.00, 3.85 , 0.383396, 1.22097
419436759.40, 1526869.66,    0.00, 1310321071.67,  30205.21,       1.39,       2938.97, 108791614.00,     1, 3.12, 1.00, 3.86 , 0.390631, 1.22033
411527215.47, 1485254.73,    0.00, 1308224380.89,  30957.68,       0.00,       2831.11, 106646475.00,     1, 3.18, 1.00, 3.86 , 0.383265, 1.21838
420549623.52, 1507200.36,    0.00, 1310647613.58,  32275.68,      33.44,       3134.61, 109511028.00,     1, 3.12, 1.00, 3.84 , 0.391667, 1.22064
412046974.03, 1534438.70,    0.00, 1309073078.43,  31873.76,       8.37,       3070.51, 106999890.00,     1, 3.18, 1.00, 3.85 , 0.383749, 1.21917
420176552.30, 1573335.90,    0.00, 1307445136.92,  30256.32,       2.76,       3114.38, 109246623.00,     1, 3.11, 1.00, 3.85 , 0.39132, 1.21765
411312899.61, 1500262.31,    0.00, 1309343371.63,  32309.14,      81.65,       3080.62, 106536345.00,     1, 3.18, 1.00, 3.86 , 0.383065, 1.21942
421188859.98, 1471171.67,    0.00, 1309134684.74,  31496.71,       0.00,       2991.36, 108857960.00,     1, 3.11, 1.00, 3.87 , 0.392263, 1.21923
284035129.84, 1078111.57,    0.00, 969166970.36,  20175.74,       2.76,       1846.05, 73743408.00,     1, 3.41, 1.00, 3.85 , 0.264528, 0.902607
