cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
3713714175.89, 10590288.47,    0.00, 12092755954.79, 219685.67,      68.51,    1067555.36, 831896128.00,     1, 3.26, 1.00, 4.46 , 3.45867, 11.2623
3760727786.59, 10828319.33,    0.00, 12168023864.16, 233401.74,      71.36,    2119223.65, 843162239.00,     1, 3.24, 1.00, 4.46 , 3.50245, 11.3324
3773127353.79, 11044617.41,    0.00, 12349910105.90, 232497.88,      76.91,    1068812.16, 850487745.00,     1, 3.27, 1.00, 4.44 , 3.514, 11.5018
3879201034.63, 11151724.31,    0.00, 12607960027.37, 249734.84,      92.47,    1068058.15, 868872468.00,     1, 3.25, 1.00, 4.46 , 3.61279, 11.7421
4180997370.25, 12110566.48,    0.00, 13546731187.82, 261563.04,      42.00,    2118324.84, 937880673.00,     1, 3.24, 1.00, 4.46 , 3.89386, 12.6164
4559185973.72, 13133150.54,    0.00, 15082508419.77, 308774.93,      56.01,    2121643.91, 1022199461.00,     1, 3.31, 1.00, 4.46 , 4.24607, 14.0467
5107337388.02, 14589399.81,    0.00, 17032942478.87, 338864.18,     104.94,    2122240.05, 1144128422.00,     1, 3.33, 1.00, 4.46 , 4.75658, 15.8632
6557902756.10, 18955859.79,    0.00, 22060601365.51, 425935.31,     124.46,    4228825.52, 1474900841.00,     1, 3.36, 1.00, 4.45 , 6.10752, 20.5455
9401152696.90, 27147860.22,    0.00, 32099427289.19, 617233.58,     162.35,    6338081.77, 2113281211.00,     1, 3.41, 1.00, 4.45 , 8.75551, 29.8949
13788426368.98, 39785565.70,    0.00, 52160749819.13, 921343.90,     216.99,    9503398.19, 3096742050.00,     1, 3.78, 1.00, 4.45 , 12.8415, 48.5785
13788777641.88, 39040921.36,    0.00, 52177686496.80, 923045.99,     900.41,    9499653.65, 3087990581.00,     1, 3.78, 1.00, 4.47 , 12.8418, 48.5943
13788273250.84, 39447772.77,    0.00, 52163155952.06, 911618.95,     147.01,    9502623.57, 3096050971.00,     1, 3.78, 1.00, 4.45 , 12.8413, 48.5807
13785777573.23, 39312710.98,    0.00, 52175055577.71, 900219.22,     149.77,    9500891.59, 3090500494.00,     1, 3.78, 1.00, 4.46 , 12.839, 48.5918
13783349894.45, 39283830.78,    0.00, 52191065689.72, 923128.11,     204.39,    9499696.93, 3090460837.00,     1, 3.79, 1.00, 4.46 , 12.8367, 48.6067
13790773385.42, 39739479.25,    0.00, 52160109212.04, 940979.47,     142.81,    9499780.46, 3094515893.00,     1, 3.78, 1.00, 4.46 , 12.8437, 48.5779
13782359046.05, 39105038.74,    0.00, 52174618103.43, 914015.03,      70.01,    9499759.00, 3087544861.00,     1, 3.79, 1.00, 4.46 , 12.8358, 48.5914
13787392680.02, 39728584.83,    0.00, 52177548326.99, 896874.17,     203.06,    9499213.88, 3094859352.00,     1, 3.78, 1.00, 4.45 , 12.8405, 48.5941
13783356078.52, 39256103.45,    0.00, 52181060616.19, 918853.79,     106.37,    9497185.98, 3092990365.00,     1, 3.79, 1.00, 4.46 , 12.8368, 48.5974
13788050690.23, 39276728.36,    0.00, 52173766627.44, 930414.43,     408.81,    9500384.72, 3089682341.00,     1, 3.78, 1.00, 4.46 , 12.8411, 48.5906
13791732666.70, 39428933.29,    0.00, 52160241483.88, 917402.81,     222.59,    9503106.73, 3094298499.00,     1, 3.78, 1.00, 4.46 , 12.8446, 48.578
13786132856.58, 39423148.15,    0.00, 52172097565.91, 900623.72,     597.91,    9500416.52, 3087622223.00,     1, 3.78, 1.00, 4.46 , 12.8393, 48.5891
13787237946.31, 39596574.08,    0.00, 52180175627.87, 918205.16,     187.64,    9499307.30, 3095476752.00,     1, 3.78, 1.00, 4.45 , 12.8404, 48.5966
13786029727.08, 39481452.99,    0.00, 52176950533.81, 941847.87,     790.63,    9500647.18, 3091398861.00,     1, 3.78, 1.00, 4.46 , 12.8392, 48.5936
13784241606.20, 39291458.26,    0.00, 52172520701.80, 915474.43,     134.42,    9499146.65, 3088507112.00,     1, 3.78, 1.00, 4.46 , 12.8376, 48.5894
13786767924.47, 39810418.57,    0.00, 52178558998.86, 902060.51,     105.00,    9500463.50, 3094141318.00,     1, 3.78, 1.00, 4.46 , 12.8399, 48.5951
13787794064.10, 39558103.25,    0.00, 52182110955.50, 920514.03,     474.44,    9497259.44, 3092457563.00,     1, 3.78, 1.00, 4.46 , 12.8409, 48.5984
13786499379.11, 38986831.67,    0.00, 52167999382.70, 939200.15,     148.37,    9498226.29, 3089404277.00,     1, 3.78, 1.00, 4.46 , 12.8397, 48.5852
13786054821.61, 39691735.68,    0.00, 52170503162.78, 910989.45,     144.22,    9499978.11, 3095218519.00,     1, 3.78, 1.00, 4.45 , 12.8393, 48.5876
13785635737.34, 39383583.97,    0.00, 52183060286.43, 897882.09,     875.04,    9498399.45, 3087607121.00,     1, 3.79, 1.00, 4.46 , 12.8389, 48.5993
13787815642.05, 39833735.35,    0.00, 52173091800.07, 925648.46,     211.40,    9499016.02, 3102724212.00,     1, 3.78, 1.00, 4.44 , 12.8409, 48.59
13786797106.70, 39594557.09,    0.00, 52190464225.36, 935776.00,     264.58,    9498335.79, 3093721612.00,     1, 3.79, 1.00, 4.46 , 12.84, 48.6062
3688961746.91, 10862995.73,    0.00, 12012940398.74, 222643.60,     100.78,    1069214.42, 829356621.00,     1, 3.26, 1.00, 4.45 , 3.43561, 11.1879
