cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
2470052968.56, 7289345.45,    0.00, 9339073998.25, 128191.37,      37.83,    5255839.14, 554426782.00,     1, 3.78, 1.00, 4.46 , 2.30042, 8.69769
2485311663.02, 7369796.66,    0.00, 9349813838.41, 139477.40,      29.33,    5258240.64, 556961347.00,     1, 3.76, 1.00, 4.46 , 2.31463, 8.70769
2478887718.81, 7574776.30,    0.00, 9328621660.03, 137192.25,      88.20,    5263394.40, 559965023.00,     1, 3.76, 1.00, 4.43 , 2.30864, 8.68796
2476018306.02, 7289440.65,    0.00, 9348377808.84, 139564.94,      78.27,    5257793.02, 555686847.00,     1, 3.78, 1.00, 4.46 , 2.30597, 8.70636
2486736022.56, 7426138.88,    0.00, 9345649472.89, 133908.09,      27.98,    5261492.55, 559474198.00,     1, 3.76, 1.00, 4.44 , 2.31595, 8.70381
2482621222.52, 7247487.34,    0.00, 9354105511.72, 138710.90,      15.38,    5260549.66, 556833737.00,     1, 3.77, 1.00, 4.46 , 2.31212, 8.71169
2470269088.39, 7168317.99,    0.00, 9326847989.99, 140739.99,       1.40,    5260535.23, 553482272.00,     1, 3.78, 1.00, 4.46 , 2.30062, 8.6863
2352112579.91, 6879045.95,    0.00, 9354126195.91, 133201.21,      41.96,    5258830.74, 527064025.00,     1, 3.98, 1.00, 4.46 , 2.19058, 8.71171
2253400908.63, 6556411.64,    0.00, 9392713250.28, 123597.79,       8.40,    6506085.98, 504464597.00,     1, 4.17, 1.00, 4.47 , 2.09864, 8.74765
1990227593.29, 5852621.99,    0.00, 9441091851.39, 119991.60,       6.98,    5254606.45, 445745636.00,     1, 4.74, 1.00, 4.46 , 1.85354, 8.7927
1983587841.07, 5708204.32,    0.00, 9433295167.50, 119861.43,       1.40,    5259322.36, 444002884.00,     1, 4.76, 1.00, 4.47 , 1.84736, 8.78544
1989997956.89, 5948679.03,    0.00, 9437475719.30, 122386.62,      25.13,    5258112.84, 446811853.00,     1, 4.74, 1.00, 4.45 , 1.85333, 8.78933
1983699296.00, 6187333.26,    0.00, 9431700715.23, 113716.60,      40.57,    5260233.16, 450750746.00,     1, 4.75, 1.00, 4.40 , 1.84746, 8.78396
1985994699.86, 5668318.25,    0.00, 9437788745.19, 118721.71,      50.36,    5254041.69, 444379710.00,     1, 4.75, 1.00, 4.47 , 1.8496, 8.78963
1984313858.10, 5996926.80,    0.00, 9433250463.91, 120416.74,      53.20,    5256006.50, 448019440.00,     1, 4.75, 1.00, 4.43 , 1.84804, 8.7854
1990315245.76, 5779835.90,    0.00, 9434119102.49, 120301.90,      13.94,    5254482.68, 445926814.00,     1, 4.74, 1.00, 4.46 , 1.85363, 8.78621
1983462720.38, 5894816.51,    0.00, 9436325056.45, 115553.64,      18.15,    5256788.95, 444408917.00,     1, 4.76, 1.00, 4.46 , 1.84724, 8.78826
1988814207.46, 5809252.32,    0.00, 9435726504.09, 121098.51,       8.38,    5255551.23, 445594668.00,     1, 4.74, 1.00, 4.46 , 1.85223, 8.78771
1982785067.48, 5773803.03,    0.00, 9434956795.67, 120537.29,      37.80,    5252690.79, 444054505.00,     1, 4.76, 1.00, 4.47 , 1.84661, 8.78699
1988906957.58, 5823235.76,    0.00, 9437625618.27, 120594.95,      18.16,    5253124.67, 446068670.00,     1, 4.75, 1.00, 4.46 , 1.85231, 8.78947
1983506333.24, 5929316.98,    0.00, 9431990435.00, 116251.34,      11.17,    5255500.60, 446083773.00,     1, 4.76, 1.00, 4.45 , 1.84728, 8.78423
1991011744.74, 5822016.30,    0.00, 9435126057.13, 121861.02,      11.16,    5258647.23, 446074990.00,     1, 4.74, 1.00, 4.46 , 1.85427, 8.78715
1981977245.33, 5691575.33,    0.00, 9442345958.62, 121648.37,       0.00,    5252697.70, 443944137.00,     1, 4.76, 1.00, 4.46 , 1.84586, 8.79387
1988951686.97, 6210331.24,    0.00, 9440158287.04, 120698.15,     152.15,    5251689.15, 451926778.00,     1, 4.75, 1.00, 4.40 , 1.85236, 8.79183
1983429560.35, 5775152.17,    0.00, 9430447007.46, 115512.14,      30.73,    5256470.15, 443948875.00,     1, 4.75, 1.00, 4.47 , 1.84721, 8.78279
1989102402.21, 5991142.56,    0.00, 9439807047.55, 121339.49,      18.19,    5253924.06, 449078114.00,     1, 4.75, 1.00, 4.43 , 1.8525, 8.79151
1981754147.07, 5805751.61,    0.00, 9437486885.77, 120760.67,       9.80,    5252653.16, 444058162.00,     1, 4.76, 1.00, 4.46 , 1.84565, 8.78934
1989426978.18, 5789173.03,    0.00, 9439391841.43, 119905.66,       8.39,    5257583.52, 445503847.00,     1, 4.74, 1.00, 4.47 , 1.8528, 8.79112
1984350272.40, 5847233.77,    0.00, 9435372994.38, 113281.16,      51.60,    5257293.34, 446220242.00,     1, 4.75, 1.00, 4.45 , 1.84807, 8.78738
1991494851.99, 5898267.82,    0.00, 9435462793.72, 123184.59,      64.23,    5257538.14, 446720208.00,     1, 4.74, 1.00, 4.46 , 1.85472, 8.78746
1984362026.96, 5780606.15,    0.00, 9433161492.54, 119800.22,       7.00,    5256635.71, 444499022.00,     1, 4.75, 1.00, 4.46 , 1.84808, 8.78532
2471536920.75, 7202513.15,    0.00, 9335654975.16, 134920.43,      35.02,    5257225.14, 553343001.00,     1, 3.78, 1.00, 4.47 , 2.3018, 8.69451
