cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
2558688096.59, 7594031.28,    0.00, 8710089673.46, 155427.15,      51.81,    1061485.88, 574097227.00,     1, 3.40, 1.00, 4.46 , 2.38296, 8.1119
2592399321.06, 7445408.17,    0.00, 8795404686.88, 167483.33,      67.21,    1061705.50, 581044673.00,     1, 3.39, 1.00, 4.46 , 2.41436, 8.19136
2638858825.67, 7718552.37,    0.00, 8981107759.09, 173105.53,      33.55,    1062280.04, 591582531.00,     1, 3.40, 1.00, 4.46 , 2.45763, 8.36431
2666568652.97, 7564805.44,    0.00, 8981314495.82, 166307.61,      25.21,    1061820.33, 596758062.00,     1, 3.37, 1.00, 4.47 , 2.48344, 8.3645
3034814423.99, 9147391.11,    0.00, 10163385859.33, 191593.71,      68.56,    2112973.62, 685577328.00,     1, 3.35, 1.00, 4.43 , 2.82639, 9.46539
3485125179.74, 10050685.67,    0.00, 11701965864.86, 234064.72,     299.18,    2113593.99, 780222517.00,     1, 3.36, 1.00, 4.47 , 3.24578, 10.8983
4364313562.32, 12590186.42,    0.00, 14650341671.24, 326640.76,      78.35,    2118890.99, 979333622.00,     1, 3.36, 1.00, 4.46 , 4.06458, 13.6442
5540441165.09, 15841583.49,    0.00, 19091382236.99, 381096.01,      83.94,    2125514.79, 1242384475.00,     1, 3.45, 1.00, 4.46 , 5.15994, 17.7802
8570730547.77, 24339547.22,    0.00, 29472802896.32, 609155.51,      30.81,    4771206.25, 1919446044.00,     1, 3.44, 1.00, 4.47 , 7.98211, 27.4487
14617224085.34, 42172916.79,    0.00, 50227520011.21, 1043056.66,     286.89,    5314294.32, 3280353073.00,     1, 3.44, 1.00, 4.46 , 13.6134, 46.778
14658723059.61, 42169127.38,    0.00, 50225566814.20, 1037559.76,     256.18,    5316107.26, 3289634394.00,     1, 3.43, 1.00, 4.46 , 13.652, 46.7762
14642092346.93, 41446079.40,    0.00, 50228748621.48, 1042576.62,     123.17,    5320603.11, 3278099816.00,     1, 3.43, 1.00, 4.47 , 13.6365, 46.7792
14658671979.21, 42359840.12,    0.00, 50165840217.24, 991148.98,     382.22,    5319976.01, 3290085196.00,     1, 3.42, 1.00, 4.46 , 13.652, 46.7206
14624971519.65, 42469678.32,    0.00, 50223623347.38, 1044806.22,     210.01,    5368407.21, 3283102490.00,     1, 3.43, 1.00, 4.45 , 13.6206, 46.7744
14640057338.18, 42187802.84,    0.00, 50192414048.59, 1037973.59,     435.21,    5325669.83, 3280819705.00,     1, 3.43, 1.00, 4.46 , 13.6346, 46.7453
14631125878.05, 42302179.01,    0.00, 50201770567.19, 1041834.67,     307.98,    5369755.19, 3284913566.00,     1, 3.43, 1.00, 4.45 , 13.6263, 46.754
14652100951.61, 42347368.55,    0.00, 50196341058.14, 982210.46,     214.12,    5323691.93, 3287482561.00,     1, 3.43, 1.00, 4.46 , 13.6458, 46.749
14617727367.90, 41555820.40,    0.00, 50166447063.45, 1046615.89,     165.18,    5369846.79, 3272481811.00,     1, 3.43, 1.00, 4.47 , 13.6138, 46.7211
14655618608.68, 42513557.99,    0.00, 50155332985.68, 1030401.21,     212.74,    5320415.89, 3289130297.00,     1, 3.42, 1.00, 4.46 , 13.6491, 46.7108
14629718384.39, 42547007.85,    0.00, 50195035703.30, 1044020.46,     240.80,    5373417.93, 3286039048.00,     1, 3.43, 1.00, 4.45 , 13.625, 46.7478
14683813773.42, 42000118.10,    0.00, 50205278070.74, 988717.09,     345.73,    5323346.06, 3287184997.00,     1, 3.42, 1.00, 4.47 , 13.6754, 46.7573
14618857294.06, 42730048.01,    0.00, 50228778671.83, 1049815.04,     247.80,    5376071.01, 3282983735.00,     1, 3.44, 1.00, 4.45 , 13.6149, 46.7792
14624349272.34, 42190099.28,    0.00, 50242993596.85, 1033496.29,     181.96,    5327072.24, 3278752737.00,     1, 3.44, 1.00, 4.46 , 13.62, 46.7924
14642592068.89, 41972977.90,    0.00, 50212848208.32, 1045670.35,      83.97,    5376760.52, 3280556551.00,     1, 3.43, 1.00, 4.46 , 13.637, 46.7644
14661036569.02, 42786121.50,    0.00, 50195572628.64, 981101.29,     214.20,    5325183.18, 3292458149.00,     1, 3.42, 1.00, 4.45 , 13.6542, 46.7483
14657240335.43, 42372223.70,    0.00, 50220666199.60, 1049337.22,     200.10,    5375469.86, 3287459281.00,     1, 3.43, 1.00, 4.46 , 13.6506, 46.7716
14635132792.65, 41813015.47,    0.00, 50172307197.57, 1031691.76,     158.20,    5321702.85, 3278002159.00,     1, 3.43, 1.00, 4.46 , 13.63, 46.7266
14683853553.59, 42471559.59,    0.00, 50251249073.07, 1044215.36,     221.17,    5373534.33, 3296582699.00,     1, 3.42, 1.00, 4.45 , 13.6754, 46.8001
14702049737.69, 42139329.39,    0.00, 50231386402.79, 976992.84,     299.66,    5320685.40, 3297779451.00,     1, 3.42, 1.00, 4.46 , 13.6924, 46.7816
14601702787.33, 41822359.52,    0.00, 50178440142.07, 1044927.85,     123.20,    5376177.63, 3271652459.00,     1, 3.44, 1.00, 4.46 , 13.5989, 46.7323
14643610391.29, 42672410.75,    0.00, 50198782125.03, 1042937.06,     209.89,    5328570.26, 3288238070.00,     1, 3.43, 1.00, 4.45 , 13.6379, 46.7513
2552963532.36, 7318366.71,    0.00, 8707972819.34, 154805.06,      26.56,    1061366.28, 571485401.00,     1, 3.41, 1.00, 4.47 , 2.37763, 8.10993
