cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
1037117524.77, 3914281.75,    0.00, 3275346893.62,  73612.27,     190.84,    1057990.69, 274195866.00,     1, 3.16, 1.00, 3.78 , 0.965891, 3.0504
1036738484.73, 3947346.46,    0.00, 3281258962.78,  68600.55,     408.76,    1059189.53, 276918097.00,     1, 3.16, 1.00, 3.74 , 0.965538, 3.05591
1035077232.72, 3965247.23,    0.00, 3278202397.24,  74101.22,     133.14,    1055170.76, 273292639.00,     1, 3.17, 1.00, 3.79 , 0.963991, 3.05306
1033661037.13, 3727742.76,    0.00, 3282679779.11,  73032.80,     164.29,    1054607.02, 269778717.00,     1, 3.18, 1.00, 3.83 , 0.962672, 3.05723
1035779918.09, 3645625.87,    0.00, 3275816016.13,  68366.47,      76.61,    1056243.43, 271634419.00,     1, 3.16, 1.00, 3.81 , 0.964645, 3.05084
1034520091.39, 3536952.41,    0.00, 3279043312.16,  68660.66,      29.35,    1055154.94, 268460254.00,     1, 3.17, 1.00, 3.85 , 0.963472, 3.05385
1034355834.30, 3608537.70,    0.00, 3282364972.76,  71697.63,      15.40,    1054162.71, 268930710.00,     1, 3.17, 1.00, 3.85 , 0.963319, 3.05694
1034189862.48, 3599784.91,    0.00, 3280580223.48,  70849.36,      19.58,    1055077.27, 269532991.00,     1, 3.17, 1.00, 3.84 , 0.963164, 3.05528
1035815829.55, 3595048.08,    0.00, 3275896735.47,  71804.87,      20.95,    1055745.38, 268138791.00,     1, 3.16, 1.00, 3.86 , 0.964679, 3.05092
1033833905.37, 3544163.22,    0.00, 3282493167.98,  67552.85,      15.42,    1054448.07, 268185936.00,     1, 3.18, 1.00, 3.85 , 0.962833, 3.05706
1033880220.67, 3599469.11,    0.00, 3282461877.39,  70743.83,      15.38,    1056694.38, 269138481.00,     1, 3.17, 1.00, 3.84 , 0.962876, 3.05703
1033740360.98, 3584194.96,    0.00, 3278610900.16,  70451.68,      93.69,    1055375.87, 268169256.00,     1, 3.17, 1.00, 3.85 , 0.962746, 3.05344
1033209357.14, 3638315.59,    0.00, 3279090552.89,  70252.06,      60.04,    1055952.80, 268238159.00,     1, 3.17, 1.00, 3.85 , 0.962251, 3.05389
1033893503.72, 3677289.46,    0.00, 3274926348.92,  66938.54,      39.05,    1056919.56, 271454673.00,     1, 3.17, 1.00, 3.81 , 0.962888, 3.05001
1033642710.15, 3631062.90,    0.00, 3279110354.40,  68185.70,     108.52,    1056241.70, 271107479.00,     1, 3.17, 1.00, 3.81 , 0.962655, 3.05391
1035107390.58, 3691084.76,    0.00, 3278904432.47,  71569.80,      89.17,    1060807.72, 269280874.00,     1, 3.17, 1.00, 3.84 , 0.964019, 3.05372
1034239262.11, 3519471.19,    0.00, 3281232233.40,  69122.23,      12.60,    1055764.32, 268150570.00,     1, 3.17, 1.00, 3.86 , 0.96321, 3.05589
1035075774.76, 3698720.37,    0.00, 3281479109.85,  67485.20,      18.11,    1053728.03, 271603422.00,     1, 3.17, 1.00, 3.81 , 0.963989, 3.05612
1031951592.75, 3583196.94,    0.00, 3277148557.06,  70100.99,      16.79,    1056173.22, 268759072.00,     1, 3.18, 1.00, 3.84 , 0.96108, 3.05208
1033283237.20, 3564937.52,    0.00, 3278432645.02,  70368.26,      14.00,    1056892.20, 268972496.00,     1, 3.17, 1.00, 3.84 , 0.96232, 3.05328
1033736646.01, 3493530.53,    0.00, 3274037483.11,  68311.25,       2.80,    1055892.15, 267612398.00,     1, 3.17, 1.00, 3.86 , 0.962742, 3.04919
1035454650.93, 3627395.05,    0.00, 3274424368.67,  68104.04,      11.16,    1057715.74, 268799154.00,     1, 3.16, 1.00, 3.85 , 0.964342, 3.04955
1035187690.10, 3672580.35,    0.00, 3272941705.41,  70506.15,      37.63,    1057676.69, 269602117.00,     1, 3.16, 1.00, 3.84 , 0.964094, 3.04816
1033021760.69, 3668341.49,    0.00, 3276770608.75,  69768.81,      27.93,    1056661.30, 269381253.00,     1, 3.17, 1.00, 3.83 , 0.962076, 3.05173
1034791033.46, 3497495.20,    0.00, 3277168648.95,  68199.04,      11.23,    1055217.76, 267930637.00,     1, 3.17, 1.00, 3.86 , 0.963724, 3.0521
1034436557.44, 3522199.40,    0.00, 3277987387.95,  66708.63,      21.02,    1056381.76, 268775389.00,     1, 3.17, 1.00, 3.85 , 0.963394, 3.05286
1034361143.21, 3579371.55,    0.00, 3274966571.22,  71038.09,      19.54,    1056260.84, 268192465.00,     1, 3.17, 1.00, 3.86 , 0.963324, 3.05005
1032854340.33, 3526100.68,    0.00, 3275788767.49,  68885.02,      19.63,    1055556.81, 267824398.00,     1, 3.17, 1.00, 3.86 , 0.961921, 3.05082
1033658629.38, 3595895.47,    0.00, 3278809853.26,  69906.69,      18.22,    1055607.99, 268241987.00,     1, 3.17, 1.00, 3.85 , 0.96267, 3.05363
1033645321.46, 3606073.54,    0.00, 3278198549.99,  67228.45,      18.18,    1057213.12, 268594703.00,     1, 3.17, 1.00, 3.85 , 0.962657, 3.05306
1033028098.03, 3624044.45,    0.00, 3280754850.90,  71813.72,      43.39,    1059106.89, 269009446.00,     1, 3.18, 1.00, 3.84 , 0.962082, 3.05544
1034746447.03, 3631727.94,    0.00, 3278013295.59,  71427.62,      27.98,    1056278.89, 268978877.00,     1, 3.17, 1.00, 3.85 , 0.963683, 3.05289
