cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
2322134867.97, 6853928.02,    0.00, 7511517870.67, 141957.22,     111.92,    1060729.92, 519974979.00,     1, 3.23, 1.00, 4.47 , 2.16266, 6.99565
2360061204.89, 6875632.93,    0.00, 7581751932.63, 146806.50,     104.76,    1060727.12, 528712249.00,     1, 3.21, 1.00, 4.46 , 2.19798, 7.06106
2434713668.26, 7071649.87,    0.00, 7724572819.82, 154712.50,      19.57,    1061967.33, 545224533.00,     1, 3.17, 1.00, 4.47 , 2.2675, 7.19407
2535594350.93, 7417145.69,    0.00, 7961891023.57, 156621.18,      53.13,    1067915.40, 568944289.00,     1, 3.14, 1.00, 4.46 , 2.36146, 7.41509
2625249053.41, 7585109.05,    0.00, 8315180204.61, 158962.10,      33.58,    2111401.33, 587667591.00,     1, 3.17, 1.00, 4.47 , 2.44495, 7.74412
3087879160.26, 8895643.85,    0.00, 9656415923.96, 193111.67,      22.36,    2112960.13, 691814966.00,     1, 3.13, 1.00, 4.46 , 2.87581, 8.99324
3730137798.48, 11173140.39,    0.00, 11803351851.42, 250858.07,     237.88,    2117108.24, 841982528.00,     1, 3.16, 1.00, 4.43 , 3.47396, 10.9927
5186543089.99, 15124031.30,    0.00, 16183474319.38, 338534.62,     142.73,    4258333.65, 1164139567.00,     1, 3.12, 1.00, 4.46 , 4.83034, 15.072
8015806331.49, 23054836.54,    0.00, 24949335543.63, 637681.25,     100.75,    6326822.43, 1797357754.00,     1, 3.11, 1.00, 4.46 , 7.4653, 23.2359
13644474455.76, 39378022.54,    0.00, 42470292596.56, 931690.55,     242.12,    9502317.13, 3063182703.00,     1, 3.11, 1.00, 4.45 , 12.7074, 39.5535
13647452702.59, 39155763.13,    0.00, 42467080300.57, 946638.84,     293.87,    9500491.92, 3055928739.00,     1, 3.11, 1.00, 4.47 , 12.7102, 39.5506
13645525889.00, 39340073.31,    0.00, 42476493550.54, 924837.82,     200.14,    9499924.37, 3064985607.00,     1, 3.11, 1.00, 4.45 , 12.7084, 39.5593
13641459446.36, 39061282.99,    0.00, 42469936778.34, 908423.98,     128.80,    9499494.20, 3062114143.00,     1, 3.11, 1.00, 4.45 , 12.7046, 39.5532
13643879780.80, 38982400.73,    0.00, 42476622682.83, 929676.80,     149.78,    9499231.19, 3058594156.00,     1, 3.11, 1.00, 4.46 , 12.7069, 39.5594
13645580307.87, 39618560.57,    0.00, 42470593882.09, 948006.54,     414.52,    9501665.63, 3067103809.00,     1, 3.11, 1.00, 4.45 , 12.7084, 39.5538
13644533335.97, 39430786.50,    0.00, 42457211357.04, 921584.89,     330.41,    9504527.16, 3061415307.00,     1, 3.11, 1.00, 4.46 , 12.7075, 39.5414
13645473983.26, 39237476.45,    0.00, 42466800229.96, 915445.93,     285.58,    9504171.67, 3060251005.00,     1, 3.11, 1.00, 4.46 , 12.7083, 39.5503
13641874601.01, 39465182.20,    0.00, 42472085031.91, 931972.08,     270.15,    9503724.31, 3063382012.00,     1, 3.11, 1.00, 4.45 , 12.705, 39.5552
13642593144.34, 38908780.78,    0.00, 42474092241.80, 948612.63,      79.79,    9499745.23, 3054373192.00,     1, 3.11, 1.00, 4.47 , 12.7057, 39.5571
13641617715.42, 39875188.19,    0.00, 42470302760.35, 925328.57,     403.16,    9505741.23, 3069625747.00,     1, 3.11, 1.00, 4.44 , 12.7047, 39.5536
13648556653.23, 39549030.13,    0.00, 42461630027.38, 909812.64,     214.08,    9504161.30, 3064217796.00,     1, 3.11, 1.00, 4.45 , 12.7112, 39.5455
13641977867.45, 39224453.95,    0.00, 42480608617.60, 929773.66,     205.77,    9501413.28, 3058513219.00,     1, 3.11, 1.00, 4.46 , 12.7051, 39.5631
13646922558.63, 39546157.89,    0.00, 42472729862.69, 948687.96,     250.49,    9503035.84, 3064682645.00,     1, 3.11, 1.00, 4.45 , 12.7097, 39.5558
13637758840.73, 39123160.13,    0.00, 42466499840.33, 927004.25,     142.77,    9504404.54, 3054221227.00,     1, 3.11, 1.00, 4.47 , 12.7012, 39.55
13641970515.43, 40311760.46,    0.00, 42471028141.35, 917769.46,     256.17,    9506178.02, 3069714134.00,     1, 3.11, 1.00, 4.44 , 12.7051, 39.5542
13641694077.81, 39334462.46,    0.00, 42473247194.36, 935224.66,     165.25,    9504975.10, 3060080979.00,     1, 3.11, 1.00, 4.46 , 12.7048, 39.5563
13643063623.17, 39387544.96,    0.00, 42469455652.11, 947228.22,     180.59,    9502850.13, 3058815301.00,     1, 3.11, 1.00, 4.46 , 12.7061, 39.5528
13645263472.69, 39505393.24,    0.00, 42471489990.09, 919521.82,     166.59,    9500411.40, 3062054204.00,     1, 3.11, 1.00, 4.46 , 12.7081, 39.5547
13642896711.67, 39051237.82,    0.00, 42477352088.81, 912743.19,      88.17,    9502004.64, 3058007449.00,     1, 3.11, 1.00, 4.46 , 12.7059, 39.5601
13637675148.66, 39366307.38,    0.00, 42474559542.25, 929410.34,     137.18,    9502565.30, 3058445749.00,     1, 3.11, 1.00, 4.46 , 12.7011, 39.5575
13647957484.45, 39709498.04,    0.00, 42466851796.76, 947346.26,     616.00,    9504978.27, 3068967436.00,     1, 3.11, 1.00, 4.45 , 12.7107, 39.5503
2279241051.10, 6609337.68,    0.00, 7421747052.74, 137239.53,      77.00,    1061295.11, 511018810.00,     1, 3.26, 1.00, 4.46 , 2.12271, 6.91204
