cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
707463178.81, 2842252.30,    0.00, 1598686771.73,  48740.43,      51.81,    1055590.50, 189023741.00,     1, 2.26, 1.00, 3.74 , 0.658876, 1.48889
701588591.60, 2807006.51,    0.00, 1597702222.28,  46859.60,     233.92,    1056084.41, 189464952.00,     1, 2.28, 1.00, 3.70 , 0.653405, 1.48798
701195914.10, 2598269.03,    0.00, 1601713221.26,  49746.13,      85.61,    1054602.94, 183100058.00,     1, 2.28, 1.00, 3.83 , 0.65304, 1.49171
700558620.15, 2716338.05,    0.00, 1598836826.18,  49219.14,      57.26,    1055848.84, 184736849.00,     1, 2.28, 1.00, 3.79 , 0.652446, 1.48903
717446163.04, 2562361.56,    0.00, 1606403311.88,  47132.46,      13.94,    1054621.14, 186212438.00,     1, 2.24, 1.00, 3.85 , 0.668174, 1.49608
723215408.81, 2513391.54,    0.00, 1607000976.00,  48643.53,      20.84,    1053562.26, 187510896.00,     1, 2.22, 1.00, 3.86 , 0.673547, 1.49664
701217047.96, 2684004.30,    0.00, 1612715773.13,  47708.92,     114.59,    1054837.93, 185274104.00,     1, 2.30, 1.00, 3.78 , 0.653059, 1.50196
710410515.81, 2652358.72,    0.00, 1620831788.95,  46716.29,     105.57,       4902.01, 186841890.00,     1, 2.28, 1.00, 3.80 , 0.661621, 1.50952
714756568.94, 2518502.74,    0.00, 1641623988.67,  47367.93,      27.85,    1055331.44, 185799865.00,     1, 2.30, 1.00, 3.85 , 0.665669, 1.52888
730843131.36, 2624315.74,    0.00, 1683371068.60,  51983.54,      57.49,    1054365.89, 189898116.00,     1, 2.30, 1.00, 3.85 , 0.680651, 1.56776
728814543.79, 2551484.58,    0.00, 1682612133.10,  51496.56,      23.82,    1055099.92, 189105744.00,     1, 2.31, 1.00, 3.85 , 0.678761, 1.56705
728267370.74, 2549624.13,    0.00, 1685240504.90,  51287.16,      16.78,    1054289.42, 188776330.00,     1, 2.31, 1.00, 3.86 , 0.678252, 1.5695
728536637.88, 2551565.11,    0.00, 1685978437.55,  49237.78,       5.61,    1053560.30, 189286291.00,     1, 2.31, 1.00, 3.85 , 0.678503, 1.57019
729086391.58, 2693406.29,    0.00, 1682352193.87,  51782.95,      30.78,    1054457.04, 189432901.00,     1, 2.31, 1.00, 3.85 , 0.679015, 1.56681
729411074.30, 2581876.35,    0.00, 1683531547.41,  51282.58,      14.03,    1054781.38, 189441366.00,     1, 2.31, 1.00, 3.85 , 0.679317, 1.56791
729277165.39, 2633273.80,    0.00, 1681390488.43,  51720.32,      16.87,    1056691.42, 189760046.00,     1, 2.31, 1.00, 3.84 , 0.679192, 1.56592
729233244.44, 2552907.93,    0.00, 1683683397.53,  48976.25,      13.99,    1054428.95, 188900185.00,     1, 2.31, 1.00, 3.86 , 0.679151, 1.56805
729636744.88, 2642492.30,    0.00, 1681469447.82,  51269.86,      16.80,    1056008.72, 189418566.00,     1, 2.30, 1.00, 3.85 , 0.679527, 1.56599
726222641.91, 2646653.05,    0.00, 1687031286.92,  51351.53,      11.23,    1053729.76, 189653781.00,     1, 2.32, 1.00, 3.83 , 0.676348, 1.57117
727786888.20, 2629791.65,    0.00, 1685033703.83,  50850.10,      89.97,    1054525.38, 189986809.00,     1, 2.32, 1.00, 3.83 , 0.677804, 1.56931
727685657.69, 2613085.60,    0.00, 1685616744.64,  50147.28,      30.92,    1054664.55, 189740026.00,     1, 2.32, 1.00, 3.84 , 0.67771, 1.56985
728001507.59, 2528852.21,    0.00, 1684713726.21,  49500.06,      12.57,    1053557.88, 188594178.00,     1, 2.31, 1.00, 3.86 , 0.678004, 1.56901
728688269.89, 2539714.94,    0.00, 1682339151.62,  50573.70,      12.56,    1055178.68, 188451201.00,     1, 2.31, 1.00, 3.87 , 0.678644, 1.5668
728605239.49, 2611286.11,    0.00, 1683804666.67,  51588.85,       9.82,    1054417.45, 189370449.00,     1, 2.31, 1.00, 3.85 , 0.678567, 1.56817
728154197.00, 2529242.32,    0.00, 1684655326.32,  48731.11,      13.99,    1053728.43, 188913961.00,     1, 2.31, 1.00, 3.85 , 0.678146, 1.56896
729596571.84, 2659766.28,    0.00, 1682165504.88,  51385.85,      15.42,    1054715.08, 189225030.00,     1, 2.31, 1.00, 3.86 , 0.67949, 1.56664
726954351.49, 2616172.64,    0.00, 1686558012.60,  51128.50,      11.21,    1054139.17, 189094933.00,     1, 2.32, 1.00, 3.84 , 0.677029, 1.57073
727682824.36, 2630078.25,    0.00, 1686541424.71,  50680.18,      23.83,    1052663.47, 190831987.00,     1, 2.32, 1.00, 3.81 , 0.677707, 1.57071
727223857.32, 2794344.33,    0.00, 1686591966.42,  48827.93,      79.61,    1054414.16, 192858753.00,     1, 2.32, 1.00, 3.77 , 0.67728, 1.57076
728281794.08, 2684951.01,    0.00, 1685429813.09,  50388.83,      56.22,    1054660.14, 189719069.00,     1, 2.31, 1.00, 3.84 , 0.678265, 1.56968
728564141.35, 2616635.53,    0.00, 1683020631.88,  53030.95,      11.18,    1053910.91, 188695200.00,     1, 2.31, 1.00, 3.86 , 0.678528, 1.56744
704086874.36, 2503635.26,    0.00, 1602327760.80,  48910.00,      27.98,    1051623.67, 183184938.00,     1, 2.28, 1.00, 3.84 , 0.655732, 1.49228
