cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
790224575.68, 2684217.32,    0.00, 2442476447.62,  50222.32,     162.62,    1055593.36, 180589030.00,     1, 3.09, 1.00, 4.38 , 0.735954, 2.27473
798673466.56, 2523378.66,    0.00, 2436502944.83,  48158.41,      29.25,    1109210.79, 180586053.00,     1, 3.05, 1.00, 4.42 , 0.743823, 2.26917
795354586.49, 2519601.68,    0.00, 2441167656.61,  49467.41,      65.35,    1134542.58, 179068305.00,     1, 3.07, 1.00, 4.44 , 0.740732, 2.27351
802887812.95, 2980975.93,    0.00, 2439657241.54,  51960.30,     283.15,    1184627.15, 186420406.00,     1, 3.04, 1.00, 4.31 , 0.747748, 2.27211
791356813.91, 2526919.57,    0.00, 2439660739.03,  49280.41,      27.87,    1113440.02, 179162963.00,     1, 3.08, 1.00, 4.42 , 0.737008, 2.27211
798271928.61, 2640634.82,    0.00, 2440187500.78,  49044.52,      96.17,    1062622.44, 181164629.00,     1, 3.06, 1.00, 4.41 , 0.743449, 2.2726
790110956.18, 2610939.97,    0.00, 2442758103.97,  50797.62,      38.87,    1066844.83, 178832050.00,     1, 3.09, 1.00, 4.42 , 0.735848, 2.275
799741016.92, 2631607.54,    0.00, 2442359344.49,  47816.41,      92.13,    1149918.00, 183617756.00,     1, 3.05, 1.00, 4.36 , 0.744817, 2.27462
790054011.54, 2458323.40,    0.00, 2443160064.33,  48537.51,      48.85,    1054830.04, 177572048.00,     1, 3.09, 1.00, 4.45 , 0.735795, 2.27537
797562091.40, 2602447.53,    0.00, 2441868480.99,  47650.32,      33.72,    1071799.14, 182625250.00,     1, 3.06, 1.00, 4.37 , 0.742788, 2.27417
790720248.20, 2700302.06,    0.00, 2446400106.50,  51541.90,     118.42,    1069126.15, 180577219.00,     1, 3.09, 1.00, 4.38 , 0.736416, 2.27839
797229384.54, 2526066.79,    0.00, 2440216401.91,  48851.37,      11.11,    1056080.10, 179455961.00,     1, 3.06, 1.00, 4.44 , 0.742478, 2.27263
789370607.49, 2634026.69,    0.00, 2441295920.62,  50165.60,      12.56,    1056330.51, 178807232.00,     1, 3.09, 1.00, 4.41 , 0.735159, 2.27363
797633723.58, 2497390.37,    0.00, 2438439749.79,  47603.84,      16.73,    1056086.54, 179537356.00,     1, 3.06, 1.00, 4.44 , 0.742854, 2.27097
792203124.12, 2498896.64,    0.00, 2440617283.64,  48336.71,      11.14,    1102492.46, 178073664.00,     1, 3.08, 1.00, 4.45 , 0.737797, 2.273
798566573.99, 2580235.67,    0.00, 2442702611.55,  50129.14,       5.57,    1101491.62, 180687645.00,     1, 3.06, 1.00, 4.42 , 0.743723, 2.27494
796067730.34, 2523507.69,    0.00, 2440575418.48,  48106.77,       9.71,    1174138.44, 179591156.00,     1, 3.07, 1.00, 4.43 , 0.741396, 2.27296
799764495.18, 2927675.74,    0.00, 2444296132.39,  50457.35,     346.33,    1129917.96, 186781171.00,     1, 3.06, 1.00, 4.28 , 0.744839, 2.27643
795421012.50, 2700286.34,    0.00, 2440397690.69,  51674.87,     162.97,    1188124.42, 181062351.00,     1, 3.07, 1.00, 4.39 , 0.740794, 2.2728
797313816.89, 2708589.12,    0.00, 2445305715.90,  52279.98,      22.25,    1054083.70, 180753519.00,     1, 3.07, 1.00, 4.41 , 0.742556, 2.27737
790744392.24, 2615585.03,    0.00, 2441255621.87,  48873.54,      48.74,    1055751.52, 179381035.00,     1, 3.09, 1.00, 4.41 , 0.736438, 2.2736
801585105.09, 2742462.91,    0.00, 2437431512.42,  51090.53,      95.05,    1063270.04, 181682044.00,     1, 3.04, 1.00, 4.41 , 0.746534, 2.27003
791175224.13, 2604810.18,    0.00, 2444191459.33,  50821.31,       9.74,    1070450.88, 178884025.00,     1, 3.09, 1.00, 4.42 , 0.736839, 2.27633
798173472.54, 2651343.99,    0.00, 2440989007.21,  52317.49,      66.86,    1063157.86, 181070446.00,     1, 3.06, 1.00, 4.41 , 0.743357, 2.27335
792134116.32, 2587923.83,    0.00, 2437106548.73,  50274.97,      50.04,    1065325.67, 178723743.00,     1, 3.08, 1.00, 4.43 , 0.737732, 2.26973
799489319.54, 2482243.17,    0.00, 2440921916.25,  47248.44,      20.82,    1108610.00, 179910884.00,     1, 3.05, 1.00, 4.44 , 0.744582, 2.27329
793429113.66, 2445990.58,    0.00, 2441911682.08,  48818.44,      16.70,    1133422.01, 178671284.00,     1, 3.08, 1.00, 4.44 , 0.738938, 2.27421
797888762.77, 2507957.94,    0.00, 2443389433.15,  50985.76,      27.79,    1061626.14, 180203373.00,     1, 3.06, 1.00, 4.43 , 0.743092, 2.27558
790854204.78, 2404939.28,    0.00, 2439660883.81,  49172.38,       6.97,    1067528.41, 177705487.00,     1, 3.08, 1.00, 4.45 , 0.73654, 2.27211
799951321.83, 2486409.66,    0.00, 2441448891.21,  48223.36,      13.88,    1118109.52, 180341435.00,     1, 3.05, 1.00, 4.44 , 0.745013, 2.27378
792258914.64, 2587273.07,    0.00, 2434945260.95,  49057.74,      15.38,    1057512.50, 178898903.00,     1, 3.07, 1.00, 4.43 , 0.737849, 2.26772
798092772.38, 2819488.03,    0.00, 2440357588.78,  49176.26,      92.59,    1054793.83, 184331525.00,     1, 3.06, 1.00, 4.33 , 0.743282, 2.27276
