cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
778032022.70, 2450311.20,    0.00, 2472077467.51,  48482.07,      27.98,       4562.02, 174868515.00,     1, 3.18, 1.00, 4.45 , 0.724599, 2.3023
818160166.26, 2504459.86,    0.00, 2504494829.22,  50178.44,       5.61,       4628.11, 183319201.00,     1, 3.06, 1.00, 4.46 , 0.761971, 2.33249
847899780.57, 2596641.07,    0.00, 2651225272.74,  54700.35,      15.40,       4739.17, 189959988.00,     1, 3.13, 1.00, 4.46 , 0.789668, 2.46915
960663979.32, 2887943.50,    0.00, 2905975955.76,  60026.95,       6.94,       5139.86, 214948613.00,     1, 3.02, 1.00, 4.47 , 0.894688, 2.7064
1135652132.45, 3451509.82,    0.00, 3742946795.01,  71232.09,      11.16,    1056618.89, 254669637.00,     1, 3.30, 1.00, 4.46 , 1.05766, 3.48589
1432154716.14, 4434468.20,    0.00, 5104602908.29,  94145.30,     648.32,    1056854.12, 321357697.00,     1, 3.56, 1.00, 4.46 , 1.3338, 4.75403
1943593224.11, 5741357.31,    0.00, 7293822482.49, 140019.07,      95.35,    1058812.89, 435448196.00,     1, 3.75, 1.00, 4.46 , 1.81011, 6.7929
3162417079.21, 9254059.79,    0.00, 12252332381.82, 248581.82,      49.02,    1062935.59, 707403780.00,     1, 3.87, 1.00, 4.47 , 2.94523, 11.4109
5308970393.61, 15365844.41,    0.00, 21572704071.13, 416279.58,      82.53,    1095117.78, 1188541742.00,     1, 4.06, 1.00, 4.47 , 4.94436, 20.0911
9606097830.17, 27840677.20,    0.00, 40274487185.56, 769815.65,     207.03,    3325210.79, 2161149723.00,     1, 4.19, 1.00, 4.44 , 8.94638, 37.5085
9793543451.19, 27822524.26,    0.00, 40693932928.90, 768966.16,     109.23,    3303368.08, 2192929668.00,     1, 4.16, 1.00, 4.47 , 9.12095, 37.8992
9616254280.63, 27758180.43,    0.00, 40289269706.56, 754116.21,     152.53,    3681113.28, 2161548648.00,     1, 4.19, 1.00, 4.45 , 8.95583, 37.5223
9798065349.18, 28098954.49,    0.00, 40689633787.55, 747537.74,     552.65,    3385048.23, 2196576079.00,     1, 4.15, 1.00, 4.46 , 9.12516, 37.8952
9608412622.08, 27347769.03,    0.00, 40285535959.93, 759015.95,      99.38,    3393032.85, 2158922921.00,     1, 4.19, 1.00, 4.45 , 8.94853, 37.5188
9793233311.43, 28007775.01,    0.00, 40695094912.56, 768939.23,     162.33,    3289943.83, 2197059979.00,     1, 4.16, 1.00, 4.46 , 9.12066, 37.9003
9604662894.37, 27078294.81,    0.00, 40273887367.46, 753759.80,     103.55,    3275623.79, 2152593332.00,     1, 4.19, 1.00, 4.46 , 8.94504, 37.508
9796117618.99, 28549420.35,    0.00, 40685718450.90, 748792.46,     527.61,    3288962.56, 2202024596.00,     1, 4.15, 1.00, 4.45 , 9.12335, 37.8915
9603476746.42, 27029169.39,    0.00, 40279990078.77, 757785.32,      74.20,    3279041.51, 2150496705.00,     1, 4.19, 1.00, 4.47 , 8.94393, 37.5137
9794166003.96, 28522964.55,    0.00, 40703475510.64, 769539.60,     261.73,    3286160.56, 2204393954.00,     1, 4.16, 1.00, 4.44 , 9.12153, 37.9081
9605712680.75, 27396864.68,    0.00, 40285690965.25, 757755.45,     123.13,    3279761.94, 2153120723.00,     1, 4.19, 1.00, 4.46 , 8.94602, 37.519
9797509409.21, 28434420.72,    0.00, 40689201225.83, 751200.43,     198.77,    3352302.12, 2204635980.00,     1, 4.15, 1.00, 4.44 , 9.12464, 37.8948
9610972020.91, 27706919.97,    0.00, 40294564040.96, 764421.96,     146.95,    3500553.27, 2159208060.00,     1, 4.19, 1.00, 4.45 , 8.95092, 37.5272
9795488957.91, 28379222.59,    0.00, 40710504313.16, 764686.59,     239.34,    3346561.97, 2199491155.00,     1, 4.16, 1.00, 4.45 , 9.12276, 37.9146
9609259994.81, 27801549.41,    0.00, 40284796547.71, 756957.52,     195.92,    3309532.13, 2155004067.00,     1, 4.19, 1.00, 4.46 , 8.94932, 37.5181
9798164201.66, 28029711.50,    0.00, 40697137760.94, 746093.43,      67.18,    3412047.37, 2193667337.00,     1, 4.15, 1.00, 4.47 , 9.12525, 37.9022
9604090511.16, 27512957.36,    0.00, 40291109317.73, 762145.32,     110.56,    3347893.28, 2159577866.00,     1, 4.20, 1.00, 4.45 , 8.94451, 37.524
9796666026.38, 27986470.74,    0.00, 40692181168.99, 768953.25,     114.78,    3348267.97, 2194478006.00,     1, 4.15, 1.00, 4.46 , 9.12386, 37.8975
9607050433.91, 27649957.20,    0.00, 40285609921.35, 756097.87,     249.02,    3309029.27, 2160492850.00,     1, 4.19, 1.00, 4.45 , 8.94726, 37.5189
9793342056.62, 27894570.26,    0.00, 40702268013.38, 751249.28,      82.58,    3305402.79, 2193824894.00,     1, 4.16, 1.00, 4.46 , 9.12076, 37.9069
9601401426.24, 27403828.87,    0.00, 40299780483.50, 763824.79,     198.76,    3281623.01, 2155564350.00,     1, 4.20, 1.00, 4.45 , 8.942, 37.5321
9797743711.09, 27822275.36,    0.00, 40683552650.07, 765089.79,     173.54,    3321175.90, 2196020186.00,     1, 4.15, 1.00, 4.46 , 9.12486, 37.8895
819128669.99, 2524551.66,    0.00, 2443008652.02,  50650.11,      22.44,    1361788.58, 183854630.00,     1, 2.98, 1.00, 4.46 , 0.762873, 2.27523
