cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
862284058.50, 3038132.73,    0.00, 2479539470.09,  64777.45,     160.89,    1107508.12, 223793214.00,     1, 2.88, 1.00, 3.85 , 0.803065, 2.30925
840758199.35, 2925081.58,    0.00, 2469627905.84,  63133.54,      85.47,    1067867.91, 218455595.00,     1, 2.94, 1.00, 3.85 , 0.783017, 2.30002
863691191.42, 2950780.25,    0.00, 2488932294.12,  59844.49,       2.80,    1068439.06, 223867358.00,     1, 2.88, 1.00, 3.86 , 0.804375, 2.318
907005744.84, 3066152.59,    0.00, 2399209574.85,  65171.17,      26.44,    1071717.19, 234559369.00,     1, 2.65, 1.00, 3.87 , 0.844715, 2.23444
868147084.34, 2899299.42,    0.00, 2521609667.28,  63114.85,       0.00,    1072815.08, 225136567.00,     1, 2.90, 1.00, 3.86 , 0.808525, 2.34843
854128898.16, 2942862.67,    0.00, 2510469042.71,  62935.96,      23.64,    1055574.41, 220857948.00,     1, 2.94, 1.00, 3.87 , 0.79547, 2.33806
886510990.30, 3024599.62,    0.00, 2534467999.36,  63024.65,      18.11,    1108525.39, 229863076.00,     1, 2.86, 1.00, 3.86 , 0.825628, 2.36041
891079740.51, 3124583.63,    0.00, 2379372716.62,  64428.33,       5.59,    1085991.09, 230751078.00,     1, 2.67, 1.00, 3.86 , 0.829883, 2.21596
874890529.78, 3027867.77,    0.00, 2546185042.75,  64596.61,      29.30,    1054834.63, 226937130.00,     1, 2.91, 1.00, 3.86 , 0.814805, 2.37132
849145341.44, 3064899.01,    0.00, 2538968637.96,  64075.39,      68.68,    1101906.05, 224205571.00,     1, 2.99, 1.00, 3.79 , 0.790828, 2.3646
881161883.68, 3109350.22,    0.00, 2556258019.38,  60848.03,      12.57,    1076276.61, 230425978.00,     1, 2.90, 1.00, 3.82 , 0.820646, 2.3807
845091616.98, 2846376.85,    0.00, 2533169230.27,  61696.23,       6.99,    1094358.06, 218744701.00,     1, 3.00, 1.00, 3.86 , 0.787053, 2.3592
885972536.18, 3026340.15,    0.00, 2564569166.04,  64657.91,      19.50,    1105497.61, 229775976.00,     1, 2.89, 1.00, 3.86 , 0.825126, 2.38844
846878767.78, 2841514.46,    0.00, 2558068049.03,  62865.80,      56.04,    1168041.73, 218858720.00,     1, 3.02, 1.00, 3.87 , 0.788717, 2.38239
891993761.66, 3138066.31,    0.00, 2578692525.52,  62822.87,      54.44,    1102141.74, 235094780.00,     1, 2.89, 1.00, 3.79 , 0.830734, 2.40159
781115838.92, 2633143.77,    0.00, 2261868702.53,  57068.22,       4.19,    1055077.43, 202347454.00,     1, 2.90, 1.00, 3.86 , 0.727471, 2.10653
915571038.58, 3113395.55,    0.00, 2594164452.30,  67228.74,      62.77,    1121173.90, 237125117.00,     1, 2.83, 1.00, 3.86 , 0.852692, 2.416
858806273.07, 3016198.22,    0.00, 2584613674.67,  64567.27,      20.91,    1055268.00, 223056881.00,     1, 3.01, 1.00, 3.85 , 0.799826, 2.40711
915249698.98, 3073355.11,    0.00, 2603982427.39,  64683.57,      33.49,    1294676.05, 237223390.00,     1, 2.85, 1.00, 3.86 , 0.852393, 2.42515
849034519.82, 2859844.22,    0.00, 2576732119.43,  62394.97,      85.13,    1087984.06, 219763236.00,     1, 3.03, 1.00, 3.86 , 0.790725, 2.39977
901378137.33, 3030432.51,    0.00, 2615898534.40,  65234.63,       8.39,    1128791.06, 233391784.00,     1, 2.90, 1.00, 3.86 , 0.839474, 2.43625
871097088.15, 2968767.55,    0.00, 2609882930.75,  64975.90,      39.25,    1063146.93, 226408766.00,     1, 3.00, 1.00, 3.85 , 0.811272, 2.43064
892568346.44, 3013288.25,    0.00, 2628313789.54,  63333.44,      16.79,    1136462.64, 230902372.00,     1, 2.94, 1.00, 3.87 , 0.831269, 2.44781
860819807.88, 2937100.48,    0.00, 2563774088.57,  62467.24,      11.14,    1126537.68, 222718409.00,     1, 2.98, 1.00, 3.87 , 0.801701, 2.3877
895870304.15, 2965950.42,    0.00, 2641592174.43,  64847.53,       5.61,    1204466.79, 231944154.00,     1, 2.95, 1.00, 3.86 , 0.834344, 2.46017
916326122.17, 3041155.27,    0.00, 2633119395.63,  68025.17,       9.76,    3223355.51, 237006281.00,     1, 2.87, 1.00, 3.87 , 0.853395, 2.45228
911827146.22, 3139546.09,    0.00, 2652105291.85,  64136.53,       5.57,    1103004.73, 236524206.00,     1, 2.91, 1.00, 3.86 , 0.849205, 2.46997
871601768.00, 2914881.24,    0.00, 2628807046.88,  63150.12,       7.02,    1145679.72, 225314959.00,     1, 3.02, 1.00, 3.87 , 0.811742, 2.44827
918821053.70, 3129630.29,    0.00, 2667645562.22,  68145.65,      58.80,    1137132.95, 238001854.00,     1, 2.90, 1.00, 3.86 , 0.855719, 2.48444
882939167.71, 3029691.17,    0.00, 2658758176.28,  64986.02,      84.84,    1061912.24, 228563800.00,     1, 3.01, 1.00, 3.86 , 0.822301, 2.47616
288231411.42, 1098418.67,    0.00, 862824193.79,  18499.25,       4.13,       2010.53, 74805639.00,     1, 2.99, 1.00, 3.85 , 0.268436, 0.803568
349872665.24, 1284379.29,    0.00, 1020142730.39,  24776.07,       1.40,       2194.97, 90700024.00,     1, 2.92, 1.00, 3.86 , 0.325844, 0.950082
