cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
294835763.19, 1078821.59,    0.00, 787393573.78,  18819.17,      37.49,      18848.63, 67280696.00,     1, 2.67, 1.00, 4.38 , 0.274587, 0.733317
296559632.50, 1157409.02,    0.00, 784017547.30,  22635.24,     239.73,      15809.53, 68268743.00,     1, 2.64, 1.00, 4.34 , 0.276193, 0.730173
294693038.55, 1271466.59,    0.00, 781704958.98,  20122.42,     325.18,       3527.07, 69729693.00,     1, 2.65, 1.00, 4.23 , 0.274454, 0.728019
295986948.28, 1396107.70,    0.00, 785758200.28,  20669.27,     384.27,       3755.87, 70910855.00,     1, 2.65, 1.00, 4.17 , 0.275659, 0.731794
295001924.02, 1299890.39,    0.00, 787126832.25,  18917.91,     411.08,       3495.68, 70590462.00,     1, 2.67, 1.00, 4.18 , 0.274742, 0.733069
296288274.28, 1679262.19,    0.00, 786522711.98,  22898.58,    1391.46,       9144.89, 70985194.00,     1, 2.65, 1.00, 4.17 , 0.27594, 0.732506
295293670.87, 1489160.20,    0.00, 787191588.21,  20671.73,    1203.09,       3603.17, 70636782.00,     1, 2.67, 1.00, 4.18 , 0.275014, 0.733129
295331357.42, 1343096.77,    0.00, 786312151.27,  18629.01,     414.66,       5017.98, 70770582.00,     1, 2.66, 1.00, 4.17 , 0.275049, 0.73231
295916791.62, 1290295.76,    0.00, 785843527.93,  18303.64,    1011.88,       3530.99, 70834650.00,     1, 2.66, 1.00, 4.18 , 0.275594, 0.731874
300117024.77, 1512453.67,    0.00, 787206250.15,  20832.46,    1461.10,      42637.40, 71753942.00,     1, 2.62, 1.00, 4.18 , 0.279506, 0.733143
298173059.16, 1402315.04,    0.00, 787359672.38,  19732.54,    1111.74,      30595.47, 71433723.00,     1, 2.64, 1.00, 4.17 , 0.277695, 0.733286
295199075.20, 1231790.15,    0.00, 784563580.64,  18247.43,     361.04,       5113.60, 68160671.00,     1, 2.66, 1.00, 4.33 , 0.274926, 0.730682
295428201.66, 1184905.49,    0.00, 784950963.35,  17881.24,     115.84,      13564.26, 67673308.00,     1, 2.66, 1.00, 4.37 , 0.275139, 0.731043
293786103.61, 1128724.99,    0.00, 787890681.71,  17985.31,      42.96,       4035.98, 67603324.00,     1, 2.68, 1.00, 4.35 , 0.27361, 0.73378
295058072.69, 1143164.21,    0.00, 786501443.06,  18205.37,      25.95,       3997.76, 67591141.00,     1, 2.67, 1.00, 4.37 , 0.274794, 0.732487
296445661.79, 1229681.72,    0.00, 783654342.46,  19003.60,     152.59,       7365.83, 67482228.00,     1, 2.64, 1.00, 4.39 , 0.276087, 0.729835
294429921.46, 1181919.55,    0.00, 786697910.69,  18440.43,     395.01,       4160.69, 67414893.00,     1, 2.67, 1.00, 4.37 , 0.274209, 0.73267
296175472.54, 1161773.96,    0.00, 785096749.24,  17827.93,      31.38,       3886.71, 67487750.00,     1, 2.65, 1.00, 4.39 , 0.275835, 0.731178
295891284.36, 1276478.05,    0.00, 787301233.82,  17794.93,      40.40,       3443.33, 69644726.00,     1, 2.66, 1.00, 4.25 , 0.27557, 0.733231
295810937.04, 1136921.88,    0.00, 783570031.75,  17571.30,      15.22,       4211.26, 67293751.00,     1, 2.65, 1.00, 4.40 , 0.275495, 0.729756
296202544.66, 1082429.47,    0.00, 783511925.02,  17273.35,      34.32,       3098.00, 67233912.00,     1, 2.65, 1.00, 4.41 , 0.27586, 0.729702
293835037.47, 1082293.15,    0.00, 788386082.05,  17270.49,      13.93,       6672.06, 67032020.00,     1, 2.68, 1.00, 4.38 , 0.273655, 0.734242
295897059.38, 1245253.02,    0.00, 784408670.92,  19812.72,      59.31,       5907.40, 68240746.00,     1, 2.65, 1.00, 4.34 , 0.275576, 0.730538
295075267.27, 1122383.31,    0.00, 786237500.61,  17748.34,      22.03,       4280.47, 67324935.00,     1, 2.66, 1.00, 4.38 , 0.27481, 0.732241
294725191.89, 1128298.33,    0.00, 788941407.95,  18557.12,     193.56,       3987.54, 67363709.00,     1, 2.68, 1.00, 4.38 , 0.274484, 0.734759
294204088.75, 1177561.12,    0.00, 788323563.49,  17868.30,     126.72,      13991.86, 67402748.00,     1, 2.68, 1.00, 4.36 , 0.273999, 0.734184
293767397.64, 1132294.65,    0.00, 787529743.48,  17482.49,      19.51,       4018.49, 67065486.00,     1, 2.68, 1.00, 4.38 , 0.273592, 0.733444
294868148.02, 1099032.46,    0.00, 783681609.09,  17586.59,      11.11,       4154.44, 67054750.00,     1, 2.66, 1.00, 4.40 , 0.274617, 0.72986
294720899.45, 1130033.79,    0.00, 789021252.71,  18040.59,      16.57,      18855.10, 67467708.00,     1, 2.68, 1.00, 4.37 , 0.27448, 0.734833
296072499.68, 1153212.60,    0.00, 786080361.56,  17883.73,      31.35,       3172.51, 67594346.00,     1, 2.66, 1.00, 4.38 , 0.275739, 0.732094
294832284.45, 1190427.36,    0.00, 788489643.58,  17430.48,      50.64,       5571.11, 67123927.00,     1, 2.67, 1.00, 4.39 , 0.274584, 0.734338
293903764.31, 1160677.72,    0.00, 788011601.11,  18050.38,      73.31,       4968.44, 67945364.00,     1, 2.68, 1.00, 4.33 , 0.273719, 0.733893
