cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
635711705.17, 2544636.51,    0.00, 1889913440.17,  46833.81,     121.73,    1055181.09, 168502504.00,     1, 2.97, 1.00, 3.77 , 0.592053, 1.76012
634724902.09, 2551044.07,    0.00, 1892496103.24,  40224.29,     293.68,    1052208.64, 170039913.00,     1, 2.98, 1.00, 3.73 , 0.591134, 1.76252
634814278.33, 2560279.38,    0.00, 1896561123.37,  44662.36,     256.42,    1053622.05, 168692956.00,     1, 2.99, 1.00, 3.76 , 0.591217, 1.76631
634327440.05, 2525323.35,    0.00, 1896154412.38,  45663.89,     199.08,    1053309.57, 168245621.00,     1, 2.99, 1.00, 3.77 , 0.590763, 1.76593
632652997.22, 2415571.07,    0.00, 1899635640.30,  44966.00,      45.88,    1051647.95, 166831028.00,     1, 3.00, 1.00, 3.79 , 0.589204, 1.76917
633673847.09, 2270623.07,    0.00, 1898582497.21,  42674.78,      23.61,    1051723.52, 165165415.00,     1, 3.00, 1.00, 3.84 , 0.590155, 1.76819
633083450.16, 2378657.93,    0.00, 1894449106.83,  43772.25,     192.36,    1053686.44, 167264859.00,     1, 2.99, 1.00, 3.78 , 0.589605, 1.76434
634347739.15, 2414701.40,    0.00, 1892905951.68,  45329.24,      84.00,    1069279.78, 167965706.00,     1, 2.98, 1.00, 3.78 , 0.590782, 1.76291
634920758.46, 2293792.50,    0.00, 1893951737.22,  43296.61,      12.53,    1053726.09, 164991422.00,     1, 2.98, 1.00, 3.85 , 0.591316, 1.76388
633261642.96, 2307877.31,    0.00, 1898130355.72,  42381.10,      22.26,    1052820.20, 165118959.00,     1, 3.00, 1.00, 3.84 , 0.589771, 1.76777
634004239.28, 2294015.97,    0.00, 1893508016.28,  43789.10,      54.19,    1054647.37, 164815313.00,     1, 2.99, 1.00, 3.85 , 0.590462, 1.76347
633266802.09, 2242042.30,    0.00, 1897182222.36,  43047.76,       9.73,    1053230.09, 165037940.00,     1, 3.00, 1.00, 3.84 , 0.589776, 1.76689
633828986.94, 2355523.92,    0.00, 1896628977.97,  44757.09,      18.03,    1053735.83, 165481754.00,     1, 2.99, 1.00, 3.83 , 0.590299, 1.76637
632149601.78, 2231421.50,    0.00, 1897759064.37,  40597.43,       8.37,    1051976.03, 164533958.00,     1, 3.00, 1.00, 3.84 , 0.588735, 1.76743
633909282.42, 2211225.90,    0.00, 1894425485.83,  43446.57,      18.19,    1053492.65, 164512616.00,     1, 2.99, 1.00, 3.85 , 0.590374, 1.76432
633022905.73, 2254469.47,    0.00, 1896062130.48,  44852.41,      25.05,    1052351.77, 164703754.00,     1, 3.00, 1.00, 3.84 , 0.589549, 1.76585
634697443.66, 2241363.35,    0.00, 1893489201.81,  43602.50,      12.54,    1053868.17, 164822278.00,     1, 2.98, 1.00, 3.85 , 0.591108, 1.76345
634430650.97, 2242347.60,    0.00, 1894069798.51,  42366.03,      12.55,    1053780.51, 164812281.00,     1, 2.99, 1.00, 3.85 , 0.59086, 1.76399
634485585.01, 2347952.95,    0.00, 1893951514.74,  44135.46,       6.96,    1054051.31, 165708109.00,     1, 2.99, 1.00, 3.83 , 0.590911, 1.76388
634229362.24, 2251665.74,    0.00, 1891908156.37,  45281.32,      23.74,    1054862.11, 165291388.00,     1, 2.98, 1.00, 3.84 , 0.590672, 1.76198
634218826.21, 2282030.74,    0.00, 1896156079.19,  44073.08,      11.15,    1053870.23, 164657192.00,     1, 2.99, 1.00, 3.85 , 0.590662, 1.76593
632438084.49, 2250588.28,    0.00, 1894981798.78,  42423.25,      41.88,    1054197.64, 164924314.00,     1, 3.00, 1.00, 3.83 , 0.589004, 1.76484
634431226.94, 2597254.86,    0.00, 1895522253.94,  43261.24,      41.85,    1054403.18, 172197585.00,     1, 2.99, 1.00, 3.68 , 0.59086, 1.76534
634374134.34, 2322447.97,    0.00, 1892534310.38,  42625.31,      37.58,    1055690.30, 165012442.00,     1, 2.98, 1.00, 3.84 , 0.590807, 1.76256
634416428.22, 2327466.96,    0.00, 1893583109.60,  44526.87,      72.28,    1053695.75, 165259361.00,     1, 2.98, 1.00, 3.84 , 0.590846, 1.76354
634549850.81, 2326668.08,    0.00, 1891756492.72,  41060.99,      15.25,    1055693.33, 165073444.00,     1, 2.98, 1.00, 3.84 , 0.590971, 1.76184
634907880.46, 2284562.44,    0.00, 1893734006.68,  44315.73,      15.36,    1054999.09, 164903242.00,     1, 2.98, 1.00, 3.85 , 0.591304, 1.76368
633261754.50, 2243455.17,    0.00, 1896621079.74,  43520.71,      16.76,    1053369.49, 164871773.00,     1, 3.00, 1.00, 3.84 , 0.589771, 1.76637
633352155.03, 2377976.10,    0.00, 1896459513.72,  43199.82,      11.16,    1053325.37, 167332334.00,     1, 2.99, 1.00, 3.78 , 0.589855, 1.76622
634526039.76, 2243678.74,    0.00, 1893124116.78,  42425.65,      27.81,    1055041.22, 165355583.00,     1, 2.98, 1.00, 3.84 , 0.590948, 1.76311
635252878.33, 2282477.63,    0.00, 1891687378.67,  44007.65,      26.54,    1055358.80, 165355681.00,     1, 2.98, 1.00, 3.84 , 0.591625, 1.76177
634752928.43, 2230378.18,    0.00, 1893738706.53,  45633.32,      50.12,    1053505.31, 165036461.00,     1, 2.98, 1.00, 3.85 , 0.59116, 1.76368
