cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
9886075221.71, 30087007.86,    0.00, 35200822462.09, 713693.93,     599.44,   24686793.12, 2233883012.00,     1, 3.56, 1.00, 4.43 , 9.20713, 32.7833
9957546525.30, 29569050.11,    0.00, 35551793612.03, 751011.02,     534.66,   23037142.58, 2237294800.00,     1, 3.57, 1.00, 4.45 , 9.27369, 33.1102
10055965304.78, 30524362.33,    0.00, 35727805822.70, 772994.94,     774.23,   27155101.48, 2268807379.00,     1, 3.55, 1.00, 4.43 , 9.36535, 33.2741
10604942673.36, 32177364.01,    0.00, 34670008091.75, 803424.25,     396.16,   24866469.83, 2388729832.00,     1, 3.27, 1.00, 4.44 , 9.87662, 32.289
10000076125.32, 29878080.24,    0.00, 36130524444.62, 743545.65,     358.15,   21857871.55, 2259457099.00,     1, 3.61, 1.00, 4.43 , 9.3133, 33.6492
10089435177.75, 30134575.66,    0.00, 36092020580.16, 756833.53,     295.49,   20588900.49, 2269021305.00,     1, 3.58, 1.00, 4.45 , 9.39652, 33.6133
10182972137.31, 30389277.71,    0.00, 36277194820.17, 763007.98,     534.73,   25367738.95, 2298993436.00,     1, 3.56, 1.00, 4.43 , 9.48363, 33.7858
10496814783.80, 30339627.89,    0.00, 34517363402.06, 792601.72,     130.19,   20265739.43, 2353861927.00,     1, 3.29, 1.00, 4.46 , 9.77592, 32.1468
10254794770.78, 32007485.13,    0.00, 36401246766.77, 786909.66,     495.67,   21207633.99, 2317312558.00,     1, 3.55, 1.00, 4.43 , 9.55052, 33.9013
10000046420.02, 29178171.90,    0.00, 36400647149.16, 755624.60,     274.30,   19829860.84, 2246103353.00,     1, 3.64, 1.00, 4.45 , 9.31327, 33.9007
10403586404.34, 30495361.86,    0.00, 36572760816.18, 791425.53,     236.64,   25167666.68, 2339280567.00,     1, 3.52, 1.00, 4.45 , 9.68909, 34.061
10019298386.02, 28994940.95,    0.00, 36350552078.46, 762340.23,     326.01,   21692996.98, 2251062042.00,     1, 3.63, 1.00, 4.45 , 9.3312, 33.8541
10371455959.40, 30196031.41,    0.00, 36734874771.45, 808233.05,     152.54,   20783514.46, 2330098462.00,     1, 3.54, 1.00, 4.45 , 9.65917, 34.212
10070449302.10, 30300826.60,    0.00, 36674378033.39, 820226.42,    1005.39,   20105118.34, 2289429048.00,     1, 3.64, 1.00, 4.40 , 9.37884, 34.1557
10295409927.59, 29377155.46,    0.00, 36876965846.03, 828554.12,     247.72,   23246839.79, 2309228021.00,     1, 3.58, 1.00, 4.46 , 9.58835, 34.3444
9352148526.65, 27523608.74,    0.00, 33172073164.68, 758341.09,     628.60,   23083858.01, 2109305937.00,     1, 3.55, 1.00, 4.43 , 8.70987, 30.8939
10323006309.98, 30043685.70,    0.00, 37018471602.34, 857406.21,     489.80,   20883250.23, 2322989741.00,     1, 3.59, 1.00, 4.44 , 9.61405, 34.4761
10049098137.24, 29852580.40,    0.00, 37040546201.59, 815291.94,     706.76,   16158855.98, 2269871583.00,     1, 3.69, 1.00, 4.43 , 9.35895, 34.4967
10255166350.71, 29674800.20,    0.00, 37234360750.63, 834507.03,     648.18,   15888353.87, 2306306661.00,     1, 3.63, 1.00, 4.45 , 9.55087, 34.6772
10103505609.16, 29476769.53,    0.00, 37025065093.57, 827758.31,     397.48,   18637078.73, 2271130954.00,     1, 3.66, 1.00, 4.45 , 9.40962, 34.4823
10550304767.80, 30581183.35,    0.00, 37390096406.79, 865413.72,     506.57,   20275962.13, 2371913112.00,     1, 3.54, 1.00, 4.45 , 9.82574, 34.8222
10271083716.45, 29539875.68,    0.00, 37370827212.25, 2690387.65,     264.43,   16975583.36, 2308476650.00,     1, 3.64, 1.00, 4.45 , 9.56569, 34.8043
10333415707.53, 29748781.26,    0.00, 37529158711.87, 967931.84,     218.34,   19325362.06, 2320028729.00,     1, 3.63, 1.00, 4.45 , 9.62374, 34.9518
10265437079.07, 29645407.92,    0.00, 36804462208.01, 910902.55,     383.34,   19453296.01, 2307573113.00,     1, 3.59, 1.00, 4.45 , 9.56043, 34.2768
10336407071.29, 29558708.79,    0.00, 37656255230.00, 1673018.98,     454.83,   21218768.19, 2320651841.00,     1, 3.64, 1.00, 4.45 , 9.62653, 35.0701
10637143170.53, 31045028.50,    0.00, 37654671996.84, 881964.71,     412.89,   19987850.87, 2397875313.00,     1, 3.54, 1.00, 4.44 , 9.90661, 35.0686
10473624519.28, 29953332.25,    0.00, 37836254284.12, 1483732.14,     539.10,   18502283.93, 2352442388.00,     1, 3.61, 1.00, 4.45 , 9.75432, 35.2378
10248210874.63, 29075385.37,    0.00, 37604330306.02, 985691.63,     837.39,   18746106.35, 2298070992.00,     1, 3.67, 1.00, 4.46 , 9.54439, 35.0218
10848128721.82, 31631785.39,    0.00, 37987675918.88, 917216.86,     527.50,   22727830.62, 2441420858.00,     1, 3.50, 1.00, 4.44 , 10.1031, 35.3788
10636445400.97, 30051570.64,    0.00, 37963481084.06, 944993.16,     358.27,   24138395.41, 2385570412.00,     1, 3.57, 1.00, 4.46 , 9.90596, 35.3562
10442161259.34, 30452689.51,    0.00, 38141945303.16, 938558.64,     680.46,   18834133.13, 2352303626.00,     1, 3.65, 1.00, 4.44 , 9.72502, 35.5225
10451183595.23, 30201513.91,    0.00, 38139905785.00, 909444.68,     687.60,   19747018.18, 2345755067.00,     1, 3.65, 1.00, 4.46 , 9.73342, 35.5206
