cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
2324688261.06, 7916932.42,    0.00, 7340043189.64, 179434.81,     393.28,    1069670.44, 604107057.00,     1, 3.16, 1.00, 3.85 , 2.16503, 6.83595
2418046091.69, 8123318.67,    0.00, 7311305487.52, 164352.48,     145.37,    1067882.09, 625951994.00,     1, 3.02, 1.00, 3.86 , 2.25198, 6.80918
2375519003.90, 7763088.42,    0.00, 7368028516.36, 163618.40,      51.65,    1064376.40, 614221137.00,     1, 3.10, 1.00, 3.87 , 2.21237, 6.86201
2501945772.19, 8369957.16,    0.00, 7023975479.03, 172769.91,     176.54,    1068506.36, 652434771.00,     1, 2.81, 1.00, 3.83 , 2.33012, 6.54159
2442360070.84, 8163880.24,    0.00, 7513361083.31, 168347.52,     220.92,    1590590.48, 632738468.00,     1, 3.08, 1.00, 3.86 , 2.27463, 6.99736
2490553733.31, 8312955.43,    0.00, 7511330486.96, 172264.10,     128.69,    1696354.38, 646611190.00,     1, 3.02, 1.00, 3.85 , 2.31951, 6.99547
2510453367.08, 8343593.90,    0.00, 7562385258.09, 177549.06,     184.43,    1065238.24, 649337548.00,     1, 3.01, 1.00, 3.87 , 2.33804, 7.04302
2451349104.02, 8087809.67,    0.00, 6974039623.89, 171912.80,     110.33,    1063519.75, 634292577.00,     1, 2.84, 1.00, 3.86 , 2.283, 6.49508
2427671349.76, 7940759.90,    0.00, 7611745062.61, 164429.34,      18.17,    1062602.78, 627851448.00,     1, 3.14, 1.00, 3.87 , 2.26095, 7.08899
2428736568.36, 8033353.69,    0.00, 7602413430.02, 168504.34,      75.52,    1064775.41, 629304274.00,     1, 3.13, 1.00, 3.86 , 2.26194, 7.0803
2455325164.23, 8013868.02,    0.00, 7663512496.69, 164272.97,      47.50,    1063674.61, 634773963.00,     1, 3.12, 1.00, 3.87 , 2.2867, 7.1372
2410260920.19, 8096312.69,    0.00, 7587708549.02, 167396.08,      75.51,    1067179.59, 629213756.00,     1, 3.15, 1.00, 3.83 , 2.24473, 7.0666
2500641052.64, 8271174.65,    0.00, 7714514866.06, 172685.71,      89.46,    1063949.08, 647089089.00,     1, 3.09, 1.00, 3.86 , 2.3289, 7.1847
2481411988.38, 8377719.14,    0.00, 7706933844.30, 173752.13,     207.07,    1063840.57, 648376119.00,     1, 3.11, 1.00, 3.83 , 2.311, 7.17764
2536406425.21, 8278871.80,    0.00, 7758856399.23, 168396.10,      90.82,    1065924.48, 655860201.00,     1, 3.06, 1.00, 3.87 , 2.36221, 7.226
2137554148.68, 7013469.33,    0.00, 6530899655.30, 151419.46,      60.19,    1062143.47, 552822740.00,     1, 3.06, 1.00, 3.87 , 1.99075, 6.08237
2437785615.72, 8234411.08,    0.00, 7800692169.75, 174014.39,     123.15,    1065897.02, 632570905.00,     1, 3.20, 1.00, 3.85 , 2.27036, 7.26496
2453315706.91, 8138125.45,    0.00, 7784051450.38, 173143.62,      99.29,    1065738.32, 634708964.00,     1, 3.17, 1.00, 3.87 , 2.28483, 7.24946
2526187740.68, 8337146.22,    0.00, 7842768886.40, 185093.15,     124.36,    1065387.38, 654271845.00,     1, 3.10, 1.00, 3.86 , 2.3527, 7.30415
2412697671.94, 8286402.64,    0.00, 7772481296.07, 162561.24,     113.41,    1066374.47, 632000493.00,     1, 3.22, 1.00, 3.82 , 2.247, 7.23869
2524330028.37, 8234984.86,    0.00, 7899479533.79, 175500.66,      40.60,    1064753.20, 652854412.00,     1, 3.13, 1.00, 3.87 , 2.35097, 7.35696
2546836998.24, 8372396.46,    0.00, 7891152739.10, 164977.00,      43.37,    1065218.70, 661226284.00,     1, 3.10, 1.00, 3.85 , 2.37193, 7.34921
2580497899.04, 8407849.36,    0.00, 7948964687.32, 186342.93,     153.80,    1067182.19, 668031488.00,     1, 3.08, 1.00, 3.86 , 2.40328, 7.40305
2445640120.54, 7979817.63,    0.00, 7704944257.81, 178674.38,      29.35,    1064484.72, 632823075.00,     1, 3.15, 1.00, 3.86 , 2.27768, 7.17579
2499956146.07, 8252084.13,    0.00, 7998591498.84, 194093.30,      92.24,    1065078.18, 647364251.00,     1, 3.20, 1.00, 3.86 , 2.32827, 7.44927
2568897905.03, 8306472.41,    0.00, 7990036269.36, 189686.76,      60.10,    1065631.12, 663873423.00,     1, 3.11, 1.00, 3.87 , 2.39247, 7.4413
2541139001.27, 8393591.88,    0.00, 8054521953.28, 193825.97,     161.07,    1064731.85, 659780059.00,     1, 3.17, 1.00, 3.85 , 2.36662, 7.50136
2552222768.07, 8735204.83,    0.00, 7972443807.17, 187154.13,     218.51,    1066675.92, 666904084.00,     1, 3.12, 1.00, 3.83 , 2.37694, 7.42492
2604573077.55, 8732856.16,    0.00, 8096776050.56, 197577.16,      72.68,    1065008.15, 677529276.00,     1, 3.11, 1.00, 3.84 , 2.4257, 7.54071
2590107904.63, 8444988.28,    0.00, 8097539237.59, 192158.38,      29.32,    1064712.34, 669977839.00,     1, 3.13, 1.00, 3.87 , 2.41223, 7.54142
543836144.19, 1917489.01,    0.00, 1372120589.53,  39730.87,      20.96,    1056821.64, 140928357.00,     1, 2.52, 1.00, 3.86 , 0.506487, 1.27789
683071949.00, 2309447.82,    0.00, 2028958471.79,  47967.51,      32.10,    1053288.47, 176402016.00,     1, 2.97, 1.00, 3.87 , 0.63616, 1.88961
