cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple
2720352347.12, 8824158.76,    0.00, 9780569313.10, 159142.41,     409.63,    9464017.26, 615107001.00,     1, 3.60, 1.00, 4.42 , 2.53353, 9.10886
2762528286.85, 8457163.99,    0.00, 9823528309.11, 147958.52,     239.36,    9457640.51, 625731293.00,     1, 3.56, 1.00, 4.41 , 2.5728, 9.14887
2620077089.78, 7857805.39,    0.00, 9904269192.46, 148959.08,      57.44,    2536624.30, 588362808.00,     1, 3.78, 1.00, 4.45 , 2.44014, 9.22407
2622589555.00, 8214228.30,    0.00, 9900828118.14, 144841.65,      78.34,    2587579.85, 594507177.00,     1, 3.78, 1.00, 4.41 , 2.44248, 9.22086
2620340584.65, 8277417.36,    0.00, 9902058998.23, 150727.63,     146.77,    2546355.23, 592767891.00,     1, 3.78, 1.00, 4.42 , 2.44038, 9.22201
2620243422.78, 8228767.50,    0.00, 9904674383.64, 142592.37,      58.69,    2593847.96, 593845763.00,     1, 3.78, 1.00, 4.41 , 2.44029, 9.22445
2619437970.31, 7755930.20,    0.00, 9896372936.01, 148313.24,      42.00,    2533723.58, 588055470.00,     1, 3.78, 1.00, 4.45 , 2.43954, 9.21672
2618412549.38, 7806355.58,    0.00, 9897293692.82, 147371.51,      58.82,    2588084.22, 588224785.00,     1, 3.78, 1.00, 4.45 , 2.43859, 9.21757
2619686649.61, 7705104.39,    0.00, 9901611908.55, 143477.06,      19.60,    2585772.29, 588139678.00,     1, 3.78, 1.00, 4.45 , 2.43977, 9.22159
2621466380.45, 7654600.48,    0.00, 9899349973.37, 142703.06,      37.74,    2588706.46, 586995199.00,     1, 3.78, 1.00, 4.47 , 2.44143, 9.21949
2615736123.74, 7970342.82,    0.00, 9903462110.23, 147420.86,     114.63,    2551827.61, 593225511.00,     1, 3.79, 1.00, 4.41 , 2.43609, 9.22332
2622275610.94, 8073416.54,    0.00, 9898090670.59, 144231.70,     207.14,    2587812.21, 590076749.00,     1, 3.77, 1.00, 4.44 , 2.44218, 9.21832
2620832786.63, 8147276.98,    0.00, 9895753201.31, 142985.64,     116.14,    2565601.33, 594673132.00,     1, 3.78, 1.00, 4.41 , 2.44084, 9.21614
2621800848.62, 7879315.91,    0.00, 9897855276.99, 145434.60,     145.54,    2590732.33, 590256597.00,     1, 3.78, 1.00, 4.44 , 2.44174, 9.2181
2620552270.58, 7814754.33,    0.00, 9902224138.35, 150008.65,      58.75,    2543701.97, 589625452.00,     1, 3.78, 1.00, 4.44 , 2.44058, 9.22216
2620082472.63, 7696814.31,    0.00, 9900168821.08, 149622.72,      33.61,    2587005.14, 588180650.00,     1, 3.78, 1.00, 4.45 , 2.44014, 9.22025
2621410040.80, 7786954.25,    0.00, 9898028250.51, 143472.50,     171.91,    2548865.07, 590561393.00,     1, 3.78, 1.00, 4.44 , 2.44138, 9.21826
2624071606.85, 7903743.27,    0.00, 9908392216.88, 149245.90,     183.22,    2716444.03, 590645196.00,     1, 3.78, 1.00, 4.44 , 2.44386, 9.22791
2621090017.17, 8641899.85,    0.00, 9900363610.18, 155034.64,     127.35,    2559194.88, 594766339.00,     1, 3.78, 1.00, 4.41 , 2.44108, 9.22043
2620317012.10, 8027510.51,    0.00, 9894580097.73, 149443.19,      56.04,    2588298.93, 589120635.00,     1, 3.78, 1.00, 4.45 , 2.44036, 9.21505
2622232520.64, 8127494.26,    0.00, 9900055869.59, 142837.29,      99.36,    2548140.15, 594784537.00,     1, 3.78, 1.00, 4.41 , 2.44214, 9.22015
2623676807.40, 7964495.61,    0.00, 9909087922.92, 152580.03,     287.05,    2582860.24, 589465003.00,     1, 3.78, 1.00, 4.45 , 2.44349, 9.22856
2616544205.88, 7959189.08,    0.00, 9907894938.12, 141588.66,      75.61,    2574186.03, 590843570.00,     1, 3.79, 1.00, 4.43 , 2.43685, 9.22745
2621305896.31, 7833980.20,    0.00, 9904402085.11, 151706.58,     210.26,    2581516.13, 588732049.00,     1, 3.78, 1.00, 4.45 , 2.44128, 9.22419
2622693461.58, 7921623.66,    0.00, 9890676998.84, 148055.11,     349.99,    2553353.11, 588041536.00,     1, 3.77, 1.00, 4.46 , 2.44257, 9.21141
2622813236.83, 7797118.85,    0.00, 9893474452.90, 148323.06,      79.85,    2584762.69, 588388691.00,     1, 3.77, 1.00, 4.46 , 2.44269, 9.21402
2621167147.57, 7813815.00,    0.00, 9896586120.87, 148261.27,      46.22,    2529251.97, 588209273.00,     1, 3.78, 1.00, 4.46 , 2.44115, 9.21691
2620867002.87, 7829324.33,    0.00, 9906278860.10, 146668.38,      57.45,    2584164.76, 589866990.00,     1, 3.78, 1.00, 4.44 , 2.44087, 9.22594
2617084651.12, 8016225.48,    0.00, 9911606493.19, 153733.88,      72.87,    2575979.24, 589662304.00,     1, 3.79, 1.00, 4.44 , 2.43735, 9.2309
2621011608.14, 8517840.59,    0.00, 9905836125.24, 147106.19,     236.32,    2589817.64, 597195275.00,     1, 3.78, 1.00, 4.39 , 2.44101, 9.22553
2619664391.16, 8259929.34,    0.00, 9901533406.48, 151043.74,      96.70,    2581164.10, 595594425.00,     1, 3.78, 1.00, 4.40 , 2.43975, 9.22152
2620983850.99, 8132244.14,    0.00, 9911422990.02, 146052.06,     280.49,    2584390.72, 593061204.00,     1, 3.78, 1.00, 4.42 , 2.44098, 9.23073
