cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple, Seconds, UC-Bandwidth(GB/s), C-Bandwidth(GB/s), Bit
68908673.81, 389602.48,    0.00, 119510461.84,   5209.70,       5.43,        755.16, 17837751.00,     1, 1.73, 1.00, 3.86 , 0.128352, 0.222606, 0.0178266, 112.192, 0, 1
68434409.06, 349088.33,    0.00, 118537682.79,   4411.12,       0.00,        681.96, 17723443.00,     1, 1.73, 1.00, 3.86 , 0.127469, 0.220794, 0.0177071, 112.949, 0, 2
68799296.46, 363445.82,    0.00, 125743608.83,   4571.34,       0.00,        676.60, 18176332.00,     1, 1.83, 1.00, 3.79 , 0.128149, 0.234216, 0.0181609, 110.127, 0, 3
68501851.88, 341148.69,    0.00, 116515928.34,   4868.31,       2.72,        695.04, 17737591.00,     1, 1.70, 1.00, 3.86 , 0.127595, 0.217028, 0.0177222, 112.853, 0, 4
68551704.89, 335303.11,    0.00, 132232293.11,   4226.79,       0.00,        645.27, 17680071.00,     1, 1.93, 1.00, 3.88 , 0.127688, 0.246302, 0.0176646, 113.221, 0, 5
68195771.19, 390843.95,    0.00, 132040975.36,   4981.06,       3.90,        669.02, 17889708.00,     1, 1.94, 1.00, 3.81 , 0.127025, 0.245945, 0.0178745, 111.891, 0, 6
68444351.67, 366035.63,    0.00, 138652630.92,   4783.08,       0.00,        644.38, 17656736.00,     1, 2.03, 1.00, 3.88 , 0.127488, 0.258261, 0.0176415, 113.369, 0, 7
68950857.86, 391839.80,    0.00, 112431324.35,   5078.44,       0.00,        677.99, 17931130.00,     1, 1.63, 1.00, 3.85 , 0.128431, 0.20942, 0.0179159, 111.633, 0, 8
