cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple, Seconds, UC-Bandwidth(GB/s), C-Bandwidth(GB/s), Bit
967560871.11, 5638362.79,    0.00, 2215005153.00, 33722196.43, 29132526.06,       8484.49, 250346273.00,     1, 2.29, 1.00, 3.86 , 0.0563195, 0.12893, 0.250327, 271.645, 7.98955, 1
1523313275.31, 8753609.58,    0.00, 2217936910.34, 67499010.09, 62789334.80,       9654.98, 394472784.00,     1, 1.46, 1.00, 3.86 , 0.0886685, 0.129101, 0.394497, 172.371, 10.1395, 2
2163514139.00, 13000230.99,    0.00, 2623778442.68, 100950579.28, 97684172.64,      14724.97, 562001241.00,     1, 1.21, 1.00, 3.85 , 0.125933, 0.152724, 0.561966, 121.004, 10.6768, 3
2653179096.49, 15273624.11,    0.00, 2222344339.89, 134779398.74, 130349713.88,      16715.55, 686666353.00,     1, 0.84, 1.00, 3.86 , 0.154435, 0.129357, 0.68668, 99.0272, 11.6503, 4
3435123141.89, 19655341.51,    0.00, 3297522719.93, 168437493.10, 164029195.42,      21030.03, 888904699.00,     1, 0.96, 1.00, 3.86 , 0.19995, 0.191941, 0.888872, 76.5015, 11.2502, 5
4019431763.92, 23244337.24,    0.00, 3032426794.83, 202207615.34, 197818697.00,      26874.46, 1043350838.00,     1, 0.75, 1.00, 3.85 , 0.233962, 0.17651, 1.04342, 65.1704, 11.5007, 6
4702793979.43, 28968918.54,    0.00, 3840527222.35, 235902286.43, 232561053.44,      32877.93, 1232966124.00,     1, 0.82, 1.00, 3.81 , 0.273739, 0.223548, 1.23303, 55.1488, 12.1652, 7
5175193187.39, 30165568.40,    0.00, 1626782453.43, 269633562.80, 265020940.85,      30319.93, 1340712871.00,     1, 0.31, 1.00, 3.86 , 0.301236, 0.0946912, 1.34071, 50.7196, 12.6799, 8
