cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple, Seconds, UC-Bandwidth(GB/s), C-Bandwidth(GB/s), Bit
16572410.36, 272160.66,    0.00,  64466748.16,   1439.29,       2.28,        367.15, 4646250.00,     1, 3.89, 1.00, 3.57 , 0.0308685, 0.120079, 0.00462966, 431.997, 0, 1
17098153.41, 207682.98,    0.00,  63534906.09,   1297.00,       2.44,        319.37, 4548277.00,     1, 3.72, 1.00, 3.76 , 0.0318478, 0.118343, 0.00453292, 441.217, 0, 2
20175405.22, 279107.16,    0.00,  75472399.09,   1926.61,      10.64,        334.53, 5312728.00,     1, 3.74, 1.00, 3.80 , 0.0375796, 0.140578, 0.00529719, 377.559, 0, 3
17297783.91, 209968.24,    0.00,  63731037.40,   1314.00,       7.29,        302.50, 4487288.00,     1, 3.68, 1.00, 3.85 , 0.0322196, 0.118708, 0.00447204, 447.224, 0, 4
25310556.17, 218193.70,    0.00,  97419527.14,   2072.70,       0.00,        230.04, 6532180.00,     1, 3.85, 1.00, 3.87 , 0.0471446, 0.181458, 0.00651667, 306.905, 0, 5
23317205.84, 225784.08,    0.00,  88793911.70,   1717.16,       0.00,        325.89, 6016264.00,     1, 3.81, 1.00, 3.88 , 0.0434317, 0.165392, 0.00600077, 333.291, 0, 6
29469522.50, 220904.94,    0.00, 116668841.40,   2525.50,      20.59,        438.42, 7836887.00,     1, 3.96, 1.00, 3.76 , 0.0548913, 0.217313, 0.00783193, 255.365, 0, 7
14592253.67, 204700.57,    0.00,  45409122.44,   1312.00,       2.35,        298.36, 3863558.00,     1, 3.11, 1.00, 3.78 , 0.0271802, 0.0845811, 0.00384763, 519.801, 0, 8
