cycles, kcycles, scycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock, scale,  IPC, CPUs,  GHz , Cycles/Tuple, Instructions/Tuple, Seconds, UC-Bandwidth(GB/s), C-Bandwidth(GB/s), Bit
68071027.38, 461602.45,    0.00, 158284570.57,   4402.56,      30.91,        803.63, 18299745.00,     1, 2.33, 1.00, 3.72 , 0.126792, 0.294828, 0.0182896, 109.352, 0, 1
68655424.23, 387108.42,    0.00, 156452276.10,   4563.56,       6.52,        775.86, 18125155.00,     1, 2.28, 1.00, 3.79 , 0.127881, 0.291415, 0.0181097, 110.438, 0, 2
69232189.90, 452066.43,    0.00, 201082902.44,   4535.09,      12.82,        781.33, 18319274.00,     1, 2.90, 1.00, 3.78 , 0.128955, 0.374546, 0.0183037, 109.267, 0, 3
69340255.85, 397343.81,    0.00, 156035094.21,   5073.56,     147.37,       4312.62, 18199640.00,     1, 2.25, 1.00, 3.81 , 0.129156, 0.290638, 0.0182053, 109.858, 0, 4
84741455.72, 440229.58,    0.00, 248222131.43,   5029.02,      25.65,        752.07, 22159530.00,     1, 2.93, 1.00, 3.82 , 0.157843, 0.46235, 0.0221437, 90.3193, 0, 5
79367758.42, 436360.10,    0.00, 234963207.39,   5173.72,      16.51,        693.06, 20624283.00,     1, 2.96, 1.00, 3.85 , 0.147834, 0.437653, 0.0206074, 97.0527, 0, 6
101476099.46, 529633.30,    0.00, 291563991.17,   6623.16,      14.61,        986.88, 26548022.00,     1, 2.87, 1.00, 3.82 , 0.189014, 0.54308, 0.0265321, 75.3804, 0, 7
68618217.57, 394370.24,    0.00, 106908767.35,   4838.99,       9.49,        734.26, 17880444.00,     1, 1.56, 1.00, 3.84 , 0.127811, 0.199133, 0.0178686, 111.928, 0, 8
